quote,character
“Either the killing of Shaitana was planned beforehand—or you did not kill him at all!”,poirot
"You know, Ariadne, that might be rather a marvellous idea. A real Sven Hjerson—and you murder him. You might make a Swan Song book of it—to be published after your death.",poirot
"“That would be impossible,”",poirot
"""“And I said she had been bathing? Is that it?”",poirot
"“Pray forgive this intrusion. It is that we are making a search of all the baggage on the train. In most cases a mere formality. But it has to be done. M. Bouc suggests that, as you have a diplomatic passport, you might reasonably claim to be exempt from such a search.”",poirot
"“As yet I am only taking you all on a journey—my journey towards the truth. I had now established one fact—that all the members of the expedition staff, and also Nurse Leatheran, could in actual fact have committed the murder. That there was very little likelihood of some of them having committed it was a secondary matter.”",poirot
"“But it rather depends on what kind of a hand you have to start with, doesn’t it?”",poirot
What should I have heard?”,poirot
“Her British lawyer. Now that’s not the kind of accusation you can fling around anyhow. I made up my mind to come over right away and see into matters myself.”,poirot
"Madame. I have talked of painful things to you, things that do not truly concern me here. But it seemed from what Miss Whittaker told me—""",poirot
"“It occurred to me that Miss Reilly, if not guilty of the crime, might be able to tell me something useful.”",poirot
“But you think there is?”,poirot
"but there were certain omissions, were there not?”",poirot
"""I wondered,"" said Hercule Poirot. “That was all. I wondered.”",poirot
"""Can you be a little more definite, Madame, as to what you want me to do?""",poirot
"""See this Mrs. Folliott. Find out all you can about Ursula Bourne.""",poirot
Did you know that your master had enemies?,poirot
"“Yes, it must be so.”",poirot
"” said Miss Russell, her eyes sweeping over my array of bottles disparagingly. “Drugs do a lot of harm. Look at the cocaine habit.”",poirot
“Bodies—arranged on slabs—like butcher’s meat!”,poirot
"“Ah no, my friend—”",poirot
“I wonder if Miss Russell has her handkerchiefs starched!”,poirot
"“It is a busy time for this young M. Raymond,”",poirot
“What was Horbury doing with the coffee cups?”,poirot
"Did Miss Adams know any doctors? I mean, was any particular doctor a friend of hers?",poirot
“Perhaps—if you would explain a little further?”,poirot
"“The Duchess of Merton is still convinced it was my stepmother,”",poirot
“Exactly. And your uncle seemed quite as usual?”,poirot
"you see?""",poirot
I’ve no idea. They didn’t say what they wanted him for.”,poirot
Then you may expect us.,poirot
"""Do you know of anyone connected with the Armstrong case who answers to that description—small, dark, womanish voice?""",poirot
"And I also think that it is time we dined. Une petite omelette, n'est ce pas?",poirot
“And suppose she tells us another lie.”,poirot
“No second chance…”,poirot
"A warder, no doubt.",poirot
"“If you know the answers to everything I don’t see why you need to ask questions. Anyway, what’s it all about?”",poirot
"""Even so, she’s an accessory after the fact now. I mean, she will see the news today. She will realize—""",poirot
"“Don’t think I ever heard the name, but someone told me that she’d done pretty well for herself.”",poirot
So now we know something about Mr. Mercado.,poirot
"“It is possible,”",poirot
"“And Horbury dropped the coffee cup,”",poirot
Of course. Of course. I know that.,poirot
"Acting on information received,” said the inspector, “I went to the address given me by Hartigan, but found that Cust had left the house about half an hour previously. He received a telephone message, I’m told.",poirot
"“Good! So far, Mademoiselle de Bellefort has a perfect alibi.",poirot
"""Everything’s finished….""",poirot
"One forgets sometimes that police officers are men, that they have wives and children, mothers”—he paused—“and fathers ...",poirot
"“But no need to go into that. What I should like to do is to eliminate one or other of the trails I indicated just now. And to eliminate the Mrs. McGinty trail—trail No. 1—will obviously be quicker and easier than to attack trail No. 2. Where, now, can I stay in Broadhinny? Is there an inn of moderate comfort?”",poirot
"""That ought not to be difficult to find out.""",poirot
"“Monsieur Pennington, I would like to discuss certain aspects of the case with you. Will you come to my cabin in half an hour’s time?”",poirot
"""""Elle est jolie femme,""",poirot
"""I agreed with him, but when this particular point came into my mind, I tried to imagine whether such an assembly were ever likely to be collected under any other conditions. And the answer I made to myself was—only in America. In America there might be a household composed of just such varied nationalities—an Italian chauffeur, and English governess, a Swedish nurse, a French lady’s maid and so on.""",poirot
"” said Hercule Poirot quietly, “that I shall not be in for lunch.”",poirot
"“Clear all the people out of the restaurant car,” he said, “and let it be left free for M. Poirot. You will conduct your interviews there, mon cher?”",poirot
""" whispered Mrs. Oliver to Poirot.",poirot
"""No, no, madame,”",poirot
“And what is this famous idea.”,poirot
"""Evelyn Hope . . .""",poirot
"""After lunch she goes down again to the Battery. She discovers her husband dead and does, shall we say, the obviously expected things. She registers emotion and she sends the governess to telephone for a doctor. We now come to a fact which has previously not been known.""",poirot
"“Well, well,”",poirot
"""Eh bien, my friend, if he has only been there six months he cannot have recognized Lady Edgware since he had not seen her before.""",poirot
"Good, we will be colleagues then. In a minute or two I fancy Major Blunt will join us. He is not happy with the good mamma. Now there are some things I want to know—but I do not wish to seem to want to know them. You comprehend? So it will be your part to ask the questions.",poirot
"“If she were a female impersonator she was a most amazingly successful one, and I inclined",poirot
She looks down and sees Jane Wilkinson in the hall. No doubt enters her head that it is Jane Wilkinson. She knows it is. She says she saw her face distinctly because—being so sure of her facts—exact details do not matter! It is pointed out to her that she could,poirot
It was indicated. This man could not be a regular agent. He sold outright instead of touting for orders.,poirot
” said Caroline indignantly.,poirot
“The conductor looked into the carriage.”,poirot
"It wasn’t necessary, sir. It was well built up.",poirot
"“I’m sorry, Cousin Marie, but I’m not going home. I’m going to get married.”",poirot
"""Parbleu, I wanted to estimate the chances of a stranger being noticed entering the shop opposite.""",poirot
“To old Mr. Jonathan she was the eternal Juliet.”,poirot
"for there was clearly more to come,”",poirot
"“How different—how very different . . . He was so old, so shrivelled up. Here he is like Harry, like Harry might have been ten years ago.”",poirot
What is the matter?,poirot
Hildegarde Schmidt.,poirot
"Two of us in one day. That ought to put the wind up him, said Poirot.",poirot
"Your full Christian names and address, Madame. Perhaps you would prefer to write them yourself?",poirot
"“Four times, I think.”",poirot
“Utterly ungrateful—after all I’ve done for you—no consideration for your wretched mother—no idea of what I suffer….”,poirot
"“As far as you knew, the stones were still in the safe?”",poirot
"“Yes, he is not happy, our Monsieur Pennington.”",poirot
"""Do noble deeds, not dream them all day long. C'est possible. But what is one to make of this collection? C'est fantastique!""",poirot
"“I rather fancy she spoke to Shaitana, but I don’t know.”",poirot
"""We'll take them along.""",poirot
“I’m sure Donald would never—would never—”,poirot
"""And then again, there is the 'friends of the C.C.H.' I should guess that to be the Something Hunt, the local hunt to whose members he has possibly given some surgical assistance, and which has made him a small presentation in return.""",poirot
"Yes, madame, because it can be seen at once that you tell a certain kind of lie.",poirot
"""But it is often the case that one learns more about a person from their enemies than from their friends.""",poirot
"""There are some letters on the floor here.""",poirot
"“Don’t cut me,”",poirot
"Watson, after our own heart.""",poirot
when you were with Mrs. Ackroyd—it took,poirot
"""Was Mrs. McGinty fond of her niece?""",poirot
"some burnt hair, fragments of cardboard and paper and an ordinary household pin. The paper and the cardboard might not be relevant, but the other three things were suggestive—particularly when I found tucked away in the bookshelf a volume from the local library here dealing with witchcraft and magic. It opened very easily at a certain page. On that page were described various methods of causing death by moulding in was a figure supposed to represent the victim. This was then slowly roasted till it melted away—or alternatively you would pierce the wax figure to the heart with a pin. Death of the victim would ensue. I later heard from Mrs. Redfern that Linda Marshall had been out early that morning and had bought a packet of candles, and had seemed embarrassed when her purchase was revealed. I had no doubt what had happened after that. Linda had made a crude figure of the candle wax—possibly adorning it with a snip of Arlena’s red hair to give the magic force—had then stabbed it to the heart with a pin and finally melted the figure away by lighting strips of cardboard under it.",poirot
"“A child of twelve who took a swing at her aunt with a meat chopper and hit her hard enough to kill her was not, in his opinion, a nice child. His sympathies were, in this case, with the aunt.”",poirot
The bereaved had never any doubt about their dear ones' wishes and those wishes usually squared with their own inclinations.,poirot
I don't think I'll get that cry out of my head.,poirot
“You did not know that he had sent for Superintendent Sugden here and had reported the loss to him?”,poirot
"“The whole thing was a very cleverly-planned jig-saw puzzle, so arranged that every fresh piece of knowledge that came to light made the solution of the whole more difficult.”",poirot
You see now,poirot
"""Yes—it is all there""",poirot
"By Jove, Poirot.",poirot
Not at all. It is a duty. What do you wish to know?,poirot
Within the last few months it became increasingly plain to me that Sir Charles's nervous system was strained to the breaking point.,poirot
"what with there being a murder as well—""",poirot
"“You are an actor, Mr. Ross?”",poirot
I heard her splashing in the waves as I was on the path up the cliff.”,poirot
"“Thank you, my friend. I am all eagerness to hear.”",poirot
"“We have certain ideas, madame, as to who did not do it.”",poirot
“Nice young fellow that.”,poirot
"“I must go now to keep my appointment with Dr. Ferguson, after his surgery,”",poirot
“Lying is not always a sign of guilt.”,poirot
"""You shut your blarsted mouth,""",poirot
“It does not say so explicitly.”,poirot
"No, that is not quite right, I think. It is not Ursula Bourne, is it, my child—but Ursula Paton? Mrs. Ralph Paton.",poirot
"and it seems most probable, only a man who had",poirot
"""No, it is hardly so simple as that,""",poirot
“Yes. They had not met for some years.”,poirot
"“There are some books over there, nurse. We’ve got quite a good selection. Choose one and sit down.”",poirot
“Not yours?”,poirot
"“And you, madame, what is your verdict on that past drama?”",poirot
"You play the bridge yourself, you know well enough—when all the rest of the tricks are yours and you want to save time and get on to a new hand.",poirot
"“Good morning, M. Poirot,” he said in a cheerful manner. “You and Captain Hastings breakfast at a reasonable hour, I am glad to see. By the way, I suppose you are very busy just now?”",poirot
"“So far, not one of the people he had seen had doubted that whatever else she was, Caroline Crale was also a murderess.”",poirot
"Why, Mr. Poirot, how could I? He was dead.",poirot
"“Here we were face to face with a very curious unexplained circumstance. The next interesting point was the fact that in Linnet Doyle’s cabin I found two bottles of coloured nail polish. Now ladies very often vary the colour of their nails, but so far Linnet Doyle’s nails had always been the shade called Cardinal—a deep dark red. The other bottle was labelled Rose, which is a shade of pale pink, but the few drops remaining in the bottle were not pale pink but a bright red. I was sufficiently curious to take out the stopper and sniff. Instead of the usual strong odour of peardrops, the bottle smelt of vinegar! That is to say, it suggested that the drop or two of fluid in it was red ink. Now there is no reason why Madame Doyle should not have had a bottle of red ink, but it would have been more natural if she had had red ink in a red ink bottle and not in a nail polish bottle. It suggested a link with the faintly stained handkerchief which had been wrapped round the",poirot
"“Me, I shall talk to Miss Johnson—and others, perhaps, in the living room. You have the key of Mrs. Leidner’s room still?”",poirot
Like THIS!,poirot
“Even now?”,poirot
"“Mr. Horace Blatt. He is, apparently, a rich man. He talks a good deal—about Mr. Blatt. He wants to be everybody’s friend. It is sad. For nobody likes him very much. And there is something else. Mr. Blatt last night asked me a good many questions. Mr. Blatt was uneasy. Yes, there is something not quite right about Mr. Blatt.”",poirot
“Wrong moment. Lot of harm done by blurting out things at the wrong time.”,poirot
"“At last we have a piece of information that is very definite. That tells one something, does it not?”",poirot
She had her reasons.,poirot
Not at all. I’m determined to marry her. I’ve asked her to marry me!,poirot
“And to the best of your belief it was half past one when both you and the boy were absent and the courtyard was empty?”,poirot
"""I have already told you that your reports reached me rapidly, being forwarded instantly from Baker Street to Coombe Tracey.""",poirot
“What can I say or do to convince you that I didn’t do it?”,poirot
"“I didn’t see anyone leave the library,”",poirot
“Is that likely from what you know of his character?”,poirot
“Don’t—don’t!”,poirot
"""No, they are the homes of our worthy ancestors. Prehistoric man lived thickly on the moor, and as no one in particular has lived there since, we find all his little arrangements exactly as he left them. These are his wigwams with the roofs off. You can even see his hearth and his couch if you have the curiosity to go inside.""",poirot
“Is it not?”,poirot
"he was knifed one night and died. I have the idea, you see, that a lot of separated incidents might tie up more closely than anyone has thought. Not any of them. Probably not all of them, but several of them.""",poirot
“And you watch people?”,poirot
Not so. I am acting in the interests of justice. Miss Ackroyd has asked me to investigate the death of her uncle.,poirot
"“Six months ago,”",poirot
"Mais non, ce n'est pas ça. You have learnt nothing.",poirot
"“But why not, Mademoiselle? Why should there not be what you call a ‘body’ here on Smugglers’ Island?”",poirot
“Mon cher—naturally—what else could he say? He adores his wife. He wants to save her! He tells his lie very well—quite in the grand Seigneur,poirot
“They don’t care anymore.”,poirot
"“What is it that you will not take, mademoiselle?”",poirot
"And it has been known, before now, that would-be murderers have taken",poirot
"“Well, of course, it wasn’t luck for Shaitana, poor fellow.”",poirot
"""You don’t know—you c-c-can’t imagine—what it m-m-means to me . . . My father’s murderer must be f-f-found.""",poirot
"“There was another victim, Madame. An indirect victim, you might say.”",poirot
“Good-bye. I’m taking an afternoon off from business. Going for a spin in the country.”,poirot
“She said so herself.”,poirot
"“Did this solution explain everything? Yes, it did.”",poirot
"""Yes.""",poirot
“What did they say exactly?”,poirot
"“The girl in the restaurant mentioned a friend—a friend who, she was very positive, would not let her down. That friend, I think, was you, Madame.”",poirot
"""Yes, she said something of the kind. I wasn’t really listening.""",poirot
"“Si, si, it is so. See you, as I have reasoned it out, certain things must be—they follow each other with method and order in an understandable fashion. But then comes this letter. It does not accord. Who, then, is wrong? Hercule Poirot or the letter?”",poirot
"""I stayed for the most part at Coombe Tracey, and only used the hut upon the moor when it was necessary to be near the scene of action.""",poirot
” I said. “Where would you prefer it to be held.,poirot
Had Mrs. Ascher ever received any peculiar letters—letters without a proper signature—just something like A B C?,poirot
"“She was the nurserymaid, was she not?”",poirot
And I—was hoping it.,poirot
"""What did you think of Mrs. Marshall, Mademoiselle?""",poirot
“A gentleman—or a tradesman?”,poirot
"""“I have only met her this afternoon.”",poirot
“She says not.”,poirot
"“I do not mean that. I mean, he was not big, not strong physically.”",poirot
"""And when she is undeceived?""",poirot
"“How is it,”",poirot
"“Why? Why? Because she’s bored. She’s not an archaeologist, only the wife of one. She’s bored shut away from any excitements and so she provides her own drama. She amuses herself by setting other people by the ears.”",poirot
"She must have gone out and posted it last night, just before—before——”",poirot
"You surprise me very much indeed, mademoiselle. Everybody else I have spoken to—",poirot
"“Patience, madame.”",poirot
I always had rather a specialized sense of humour. I don’t expect anyone else to appreciate the joke. I’m enjoying it!,poirot
“Where?”,poirot
"He wasn't a nice kind of man, to say a thing like that to a lady. It's not right to laugh at such things.",poirot
""" said Inspector Kelsey encouragingly.",poirot
"Mademoiselle, for coming to us so promptly,""",poirot
"No, Mr. Clarke. You may have noticed I had a new manservant today—a friend of mine—an expert sneak thief. He removed your pistol from your pocket, unloaded it, and returned it, all without you being aware of the fact.",poirot
"""There lies our problem. There are indications that the man was",poirot
“It isn’t fair.”,poirot
"“If it is not in Madame Doyle’s cabin, there is, logically, only one other place where it could be.”",poirot
"“As regards this man,” said Poirot, “he is not yet arrested, eh?”",poirot
“Did you notice anyone else as you ran upstairs to your father’s room?”,poirot
“But certainly. But certainly. I apologize for being late.”,poirot
“This—maus—please?”,poirot
"“I shall be glad if it is so, for I have for that little one much sympathy.”",poirot
"“Yes, dear, I know what you mean,”",poirot
"""Ah, so you have noticed that?""",poirot
“I envy you.”,poirot
“You knew your brother-in-law well?”,poirot
"Ha! but that, it is not strictly true.",poirot
“Yes—I can understand that from your point of view. There doesn’t seem to be any reason to believe that the man ever came up against you in any way?”,poirot
"audacity, bold execution, lightning action; those qualities do not accord with a saving, prudent disposition.""",poirot
"“Michel,” called M. Bouc. “Move this baggage into a vacant compartment in the Athens-Paris coach.”",poirot
""",“Sit here by your mother, Miranda—Mr. Richmond here who is what is called a Chief Constable, wants to ask you some questions. He wants you to answer them. It concerns something you saw—over a year ago now, nearer two years. You mentioned this to one person, and, so I understand, to one person only. Is that correct?”",poirot
"Had he done so of late? During the last year, for instance?",poirot
"“Oh, Simon! I might have killed you!”",poirot
"in case he was driven to use the dog, he""",poirot
You have been in the East? In China?,poirot
“The calendar is of no importance. It was just a little experiment I was making.”,poirot
"“The next day I learned from a casual conversation with Miss Johnson that far from playing tennis, Miss Reilly had actually been near this house at the time of the murder.”",poirot
“Tell me again her exact words.”,poirot
“You have given us most interesting and valuable evidence.”,poirot
"Come, Hastings, let us hear what Japp has to say.",poirot
"“Nothing. Let us advance with the matter in hand. I want you to tell me, M. MacQueen, all that you know about the dead man.”",poirot
How did you know?,poirot
"No, indeed,” said Poirot. “Or Stepfather,” he added.",poirot
Not badly imagined at all.,poirot
“I haven’t any friends. . . .”,poirot
"“Ah!” said Poirot pityingly. “Well, no matter. I have still my little idea.”",poirot
You are going to ask,poirot
“And anyway what I have to say to you is far more important.”,poirot
“Enjoying a vacation—eh?”,poirot
"""Tell me your opinion, frankly, of Mrs. Leidner—as a woman.""",poirot
Not of you. I’m afraid—for you!,poirot
"""And the warning--it must have come from her!""",poirot
"""It's the weirdest, strangest thing that ever I heard in my life.""",poirot
“You can always leave—move on somewhere else.”,poirot
"""All my apologies for troubling you a second time, But there is still some information that I think you might be able to give us.""",poirot
"“Interesting,”",poirot
"“Do I think—what, Mademoiselle?”",poirot
"“Yes. I don’t know why. Not of anything he would do or that sort of thing, just afraid of his nature. His gentleness, but behind it, a coldness and a ruthlessness. I was even afraid of his passion for beauty and for creation in his work. I didn’t tell him I was going to have a child. I left him—I went away and the baby was born. I invented the story of a pilot husband who had had a crash. I moved about rather",poirot
"""Expect she wanted to write a letter.""",poirot
Why is that?,poirot
"""Well, that gave me an extremely interesting and satisfactory result.""",poirot
By a fragment of a letter found in his compartment.,poirot
"“Monsieur, I implore you—you see how it is? What can I say?”",poirot
"""“You and I have a principle in common. We do not approve of murder.”",poirot
"""No, no, everything cannot be a coincidence. Six months ago, a letter was suppressed. Why? There are too many things here unexplained. There must be some reason linking them together.""",poirot
"""Beyond making certain that life was extinct—an easy matter—I have not disturbed the body in any way.""",poirot
"“When you were so kind as to show me the dagger and draw attention to the fingerprints. I know very little of loops and whorls—see, I confess my ignorance frankly. But it did occur to me that the position of the prints was somewhat awkward. Not so would I have held a dagger in order to strike. Naturally, with the right hand brought up over the shoulder backwards, it would have been difficult to put it in exactly the right position.”",poirot
"""In truth I sympathize with you, but what will you? It is a question of murder, is it not? One has to be very, very careful.""",poirot
“_Inutile!_ You would not tell me your real thought.”,poirot
"“No, no,” said Poirot. “Your assumption was quite right. Mr. Ratchett was murdered. Stabbed. But I should like to know why you were so sure it was murder, and not just—death.”",poirot
"of course. What does Miss Van Schuyler say to this?""",poirot
"“Because she is. She told you no strangers came to the house, didn’t she?”",poirot
It was at my advice that Sir Charles was about to go to London.,poirot
"""But this is not a question of a testimonial. It is a question of sudden and mysterious death. If I am to believe that it is a martyred angel who has been killed it does not add to the easiness of my task.""",poirot
"""Oh, la! la! la!""",poirot
“You are wrong. Your own eyes are just what you must trust.”,poirot
"""“It’s nothing really,” I said, hesitating. “Only if it’s to be all truth, Mr. Coleman did say once himself that he would have made a good forger.”""",poirot
"No, because if I told you what had happened, there’s only one thing you could say or think—that it was I who killed him.",poirot
"“And now,” said Poirot, “let us hear all about it.”",poirot
“That kind of a friend!”,poirot
“Probably not. All the same—”,poirot
“Cassetti.”,poirot
"“We’ve got him,”",poirot
Is there anything you can tell me to support that belief?,poirot
"“It always came back to that, Poirot thought, as he left the office. James Bentley made a bad impression on people. He took comfort in considering various murderers he had known whom most people had found full of charm.”",poirot
"Sheila,” said Mr. Coleman. “But always ticking a fellow off.”",poirot
"""I demand only your account of your visit. That you refuse it seems to me—what shall we say—a little odd?""",poirot
"“That, I should imagine, is part of Battle’s stock-in-trade. But we mustn’t make any mistakes. Battle’s no fool.”",poirot
“But I understood that there was an accident. That the vase slipped out of your hand and it fell to the hall below and was shattered to pieces.”,poirot
“You should have seen one of my marrows last year. Colossal! And my roses. I’m keen on roses. I’m going to have—”,poirot
I heard him. I heard him—scratching on the wall.,poirot
"""What did the other children who were here have to",poirot
"“Come,” he said. “All is well.”",poirot
"""The human brain is capable of almost anything,""",poirot
"""Does nobody else in the house have a key?""",poirot
“Jacqueline de Bellefort.”,poirot
""" he said, “there will be the slip coach from Athens. There will also be the Bucharest-Paris coach—but we do not reach Belgrade until tomorrow evening. The problem is for tonight. There is no second-class berth free?""",poirot
Mr. Raymond. You are all friends and intimates of the missing,poirot
"“In the Argentine,”",poirot
“Very possibly. I wish you luck with the murder in the draper’s shop.”,poirot
you think that that might have been so?”,poirot
is that it?”,poirot
“Is it?”,poirot
"You are travelling from Baghdad, I believe, Miss Debenham?",poirot
"you know. Sex-starved. And all that teaching, bottled up among a lot of women. You remember, one of the teachers got strangled a year or two ago. She was a bit queer, they say.”",poirot
"“Well, there was the time during which the flat door was open—when the maid was out posting a letter. Not that that satisfies me. It leaves too much to chance. But now—to work. We have still two possible clues.”",poirot
"I know the killer of Joyce Reynolds, It is my belief that you know it also.""",poirot
"""It impairs the motive a little, does it not?""",poirot
"""To pull the cotton-wool over my eyes! To make me a witness to the fact that there was not motive for the murder! Yes, she dared to make me, Hercule Poirot, her cat's-paw! Ma foi, she succeeded, too! Oh, that strange brain, childlike and cunning. She can act! How well she acted surprise at being told of the letter her husband had written her which she swore she had never received. Did she feel the slightest pang of remorse for any of her three crimes? I can swear she did not.""",poirot
“So she strikes you like that?”,poirot
"“It must have been the strange feeling, yes, indeed.”",poirot
“Is that all you have to say?”,poirot
"""So you took the name of the county as a surname for him. I understand.""",poirot
”Lesbian?”,poirot
"That’s not mine, Mr. Poirot. I’ve got mine right here.",poirot
it is of no importance what I think. What did you do when you got back to the house?”,poirot
“I strolled out on the terrace——”,poirot
"“It might have been, might it not?”",poirot
"Where are you now, my friend?",poirot
"""It is the sin that is never forgiven and always punished, madame.""",poirot
"""The matter is a very private one.""",poirot
"""“Assuredly,”",poirot
"But later I made a discovery. The actual letter itself was sent to me and instead of being continuous, a sheet of the letter was missing.",poirot
"""Yes, that stupid inspector—for he is stupid—has everything pointing his way. I seek for the truth—and the truth leads me every time to Ralph Paton. Motive, opportunity, means. But I will leave no stone unturned. I promised Mademoiselle Flora. And she was very sure, that little one. But very sure indeed.""",poirot
“Who are you? You don’t belong to the police?”,poirot
"quick, before he passes over the hill!""",poirot
Let us at once get down to the brass tacks.,poirot
“It’s nothing.”,poirot
“Epatant!”,poirot
that is the point.”,poirot
"It is beautiful,” he said. “Somehow one feels it is always rather unusual when something beautiful is made in—well, frankly, what is a dull part of the English landscape.",poirot
Very obliging of him. And did niece and husband know that too?,poirot
"""It is not quite so simple as that, my friend. Our friend the doctor here will tell you so.""",poirot
"“Precious little,” said the inspector, with a grin. “He’s a wary bird,",poirot
"“You would perhaps be so kind as to show me the silver table from which the weapon was taken? After that, I will trespass on your kindness no longer.”",poirot
"madame, veritably I am confused.""",poirot
"""It was six o’clock when you entered the shop?""",poirot
"“Non, non, non, be precise, I pray of you.”",poirot
"money,""",poirot
"""On the shelf just behind you,""",poirot
"“Certainly. That is why I, myself, since have wondered.”",poirot
“Badly constructed.”,poirot
“Lawyers.”,poirot
"there is the principle of the thing. If a man has not committed murder, he should not be hanged.",poirot
"“Murder,”",poirot
"“Bravo, bravo!”",poirot
Do you and he talk together much?,poirot
And yet you profess to have loved her?,poirot
"“My dear friend,”",poirot
"but I seemed to read in his eyes that he took the matter more seriously. ""The story took a great hold upon the imagination of Sir Charles, and I have no doubt that it led to his tragic end.""",poirot
"“Since then, many things have occurred.”",poirot
"""Sure. Things came about this way,""",poirot
"If I don’t, Madame?",poirot
"""I've never really known the difference between a pumpkin and a vegetable marrow. What's this one?""",poirot
"He talked a lot about the little gray cells of the brain, and of their",poirot
Such a hypothesis had the merit of explaining one fact—the discrepancy between the personality of Alexander Bonaparte Cust (who could never have made the click with any girl) and the personality of Betty Barnard’s murderer.,poirot
“Eh bien. I have thought. And you?”,poirot
"""“we will delight the heart of M. Bouc and see the Italian.”",poirot
"""Well—I can’t say I noticed. I took it for granted, you see.""",poirot
"“I see,”",poirot
“You might be some kind of an opera singer. Voice broken down. Got to rest. That might do.”,poirot
I have the strongest impression that somewhere or somehow she must,poirot
"""But then it is possible after all—yes, certainly it is possible—but then—ah! I must rearrange my ideas. Method, order; never have I needed them more. Everything must fit in—in its appointed place—otherwise I am on the wrong tack.""",poirot
"""Well, I think there is very little more to be said. You cannot throw any light upon the tragedy?""",poirot
"“So many windows! A house, mademoiselle, has its eyes—and its ears. It is indeed regrettable that the English are so fond of open windows.”",poirot
"You can’t deny, nurse, that Miss Reilly has shed a certain—illumination on the case.",poirot
"“It is not, somehow, just as I thought. That is all.”",poirot
but rather by Mrs. Allerton in reference to Poirot.,poirot
“Tea can wait.”,poirot
What nonsense!,poirot
"Because I remember—sniffing, you know—just when I was talking about the utter washout Stalin’s Five Year Plan was turning out. I know the idea—woman—brought the idea of the position of women in Russia into my mind. And I know we hadn’t got on to Russia until pretty near the end of our talk.",poirot
“Didn’t you say there was someone back of all this who got the girl into doing it innocently?”,poirot
"but I must request you to give your escort elsewhere.""",poirot
"""What happened at that luncheon?” he murmured. “Some casual word or phrase must have shown to Donald Ross the significance of knowledge which was in his possession, but which up to then he had not known was significant. Was there some mention of France? Of Paris? Up your end of the table, I mean.”",poirot
"“I hate it. I’ve never thought about it before. What it can do, and everything.”",poirot
"""Is it my fault what I do—or do not believe? I have a sensitive ear, you know. And then—there are always plenty of stories going about—rumours floating in the air. One listens—and perhaps—one learns something! Yes, there are stories. . . .”",poirot
"“You do not understand the psychology. David Lee is a man who lives in the past—a man in whom the memory of his mother is still very much alive. He kept away from his father for many years because he could not forgive his father’s treatment of his mother. He came here, let us suppose, to forgive. But he may not have been able to forgive . . . We do know one thing—that when David Lee stood by his father’s dead body, some part of him was appeased and satisfied. ‘The mills of God grind slowly, yet they grind exceeding small.’ Retribution! Payment! The wrong wiped out by expiation!”",poirot
"You must excuse me,”",poirot
"“Mr. MacQueen, will you tell me, quite honestly, exactly how you regarded your employer? Did you like him?”",poirot
"“to leave all that money—a thousand pounds—fancy, a",poirot
“But naturally! In your own surgery!”,poirot
” he said. “We must not disperse the strength. We must approach this matter with method and order in our thoughts. We must look within and not without for the truth. We must say to ourselves—each one of us—what do I know about the murderer? And so we must build up a composite picture of the man we are going to seek.”,poirot
"You are travelling home from Constantinople, Madame?",poirot
“You are only a damned foreigner.”,poirot
"""If Miss Meredith had committed a crime in the past, and if she believed that Mr. Shaitana knew the circumstances of that crime and was about to deliver her up to justice she would be wild with terror—she would stick at nothing to save herself.""",poirot
"“It does,”",poirot
It seems to show that someone knows more than we do about what goes on upon the moor.,poirot
"""The valet of this M. Ratchett, he tapped several times at the door this morning. There was no answer. Then, half an hour ago, the restaurant car attendant came. He wanted to know if Monsieur was taking déjeuner. It was eleven o’clock, you comprehend.",poirot
"""The descriptions agreed. When I learned that the missing man was devoted to entomology the identification was complete.""",poirot
But why? What do you mean? What has it got to do with you?,poirot
“Alas! I was precipitate.”,poirot
"“For my part, I should never have dreamed of suspecting Count and Countess Andrenyi. I will admit I thought them quite hors de combat. I suppose there is no doubt that she committed the crime? It is rather sad. Still, they will not guillotine her. There are extenuating circumstances. A few years’ imprisonment—that will be all.”",poirot
"“What do you mean, M. Poirot? Are you suggesting—?”",poirot
"“There, mon enfant, that is better. You are worn out.”",poirot
“I happen to be Belgian.”,poirot
"“Oh yes, M. Poirot. I think that could be managed.”",poirot
"""The surprise was not all on one side, I assure you. I had no idea",poirot
"""We must close in on him rapidly, for he is said to be a desperate fellow. We shall take him by surprise and have him at our mercy before he can resist.""",poirot
You don’t mean—?,poirot
"“I’m married, you know. And I’m very fond of my wife.”",poirot
"she does not live here. She was staying with a friend, a Mrs. Butler.”",poirot
"“I assure you all is well. See, I will tell you how this happened. This man, the man you saw in Wagon Lit uniform, comes out of the dead man’s compartment. He collides with you. That is bad luck for him. He has hoped that no one will see him. What to do next? He must get rid of his uniform. It is now not a safeguard, but a danger.”",poirot
"“Madame, chère Madame, I do not know that I agree with you.”",poirot
“He has quiet feet and long ears. He may have overheard something that he is keeping to himself.”,poirot
“Coming from?”,poirot
"“What about you, Mrs. Lee?”",poirot
“Certainly you can. I owe the idea to you!”,poirot
"""No. She would have read the detective stories where they are not always very exact as to details.""",poirot
"Under another name, perhaps? said Battle handed her a photograph.",poirot
“everyone’s hand is against her simply because she is good-looking.”,poirot
“Do something?”,poirot
"“But you do not say, as in the first case, that you know it is impossible?”",poirot
