number,character,quote
1129,mm,"Oh, much better, my dear. In these days men age so much quicker than women. I know it used not to be said so, but actually it’s true. I mean, they get more things the matter with them. I think, perhaps, they worry and work too much. And then they get high blood pressure or low blood pressure or sometimes a little heart trouble. They’re rather prone to gastric ulcers, too. I don’t think we worry so much, you know. I think we’re a tougher sex."
1130,sh,"I
     did not anticipate that you would yourself make use of this empty
     house and this convenient front window. I had imagined you as
     operating from the street, where my friend Lestrade and his merry men
     were awaiting you. With that exception all has gone as I expected."
1131,mm,"I understand, Madam, that you were present when the body of the deceased was found?"
1132,sh,"I started off, Mr. Holmes, but when I got to that address it was a
     manufactory of artificial knee-caps, and no one in it had ever heard
     of either Mr. William Morris or Mr. Duncan Ross."
1133,mm,"Her husband was a missionary. Terrible story. He was eaten, you know. Actually eaten. And she was forced to become the chief’s head wife. Dr. Haydock was with an expedition and rescued her."
1134,hp,"That’s the kind of thing men always say to their wives,"
1135,sh,"It will not be possible for you to present in that compact form
     which is dear to your heart. It covers two continents, concerns two
     groups of mysterious persons, and is further complicated by the
     highly respectable presence of our friend, Scott Eccles, whose
     inclusion shows me that the deceased Garcia had a scheming mind and a
     well-developed instinct of self-preservation. It is remarkable only
     for the fact that amid a perfect jungle of possibilities we, with our
     worthy collaborator, the inspector, have kept our close hold on the
     essentials and so been guided along the crooked and winding path. Is
     there any point which is not quite clear to you?"
1136,sh,"We were as good as our word, for it was just seven when we reached
     the Copper Beeches, having put up our trap at a wayside public-house.
     The group of trees, with their dark leaves shining like burnished
     metal in the light of the setting sun, were sufficient to mark the
     house even had Miss Hunter not been standing smiling on the
     door-step."
1137,sh,"He took from his pocket the various slips of the dancing men. With
     these in front of him he worked for some time at the study-table.
     Finally he handed a note to the boy, with directions to put it into
     the hands of the person to whom it was addressed, and especially to
     answer no questions of any sort which might be put to him. I saw the
     outside of the note, addressed in straggling, irregular characters,
     very unlike Holmes's usual precise hand. It was consigned to Mr. Abe
     Slaney, Elrige's Farm, East Ruston, Norfolk."
1138,sh,"We were
     chatting about the matter when you came in, Inspector. Perhaps you
     can let us have a few details."
1139,sh,"And you will report very carefully to me,"
1140,mm,"I really feel I owe a great deal to Mary, I am so thankful I had the resolution to get rid of that other girl. Mary is really invaluable. Cooks nicely and waits beautifully and keeps our little flat scrupulously clean—mattresses turned over every day. And she is really wonderful with Emily!"
1141,hp,"But my sister-in-law got it into her head to be—well—jealous, I suppose. Not that she ever showed anything. But after Car’s death, when there was a question of Miss Grey staying on—well, Charlotte cut up rough. Of course, it’s partly the illness and the morphia and all that—Nurse Capstick says so—she says we mustn’t blame Charlotte for getting these ideas into her head—"
1142,hp,And the husband? Did he know about it? What did he feel?
1143,hp,"You know, Monsieur Poirot, it’s a nasty business—a nasty business…I don’t like it…."
1144,sh,"that Dr. Mortimer is a successful, elderly medical man,
     well-esteemed since those who know him give him this mark of their
     appreciation."
1145,sh,"I stooped to the hole, and recoiled in horror. Moonlight was
     streaming into the room, and it was bright with a vague and shifty
     radiance. Looking straight at me, and suspended, as it were, in the
     air, for all beneath was in shadow, there hung a face,--the very face
     of our companion Thaddeus. There was the same high, shining head, the
     same circular bristle of red hair, the same bloodless countenance.
     The features were set, however, in a horrible smile, a fixed and
     unnatural grin, which in that still and moonlit room was more jarring
     to the nerves than any scowl or contortion. So like was the face to
     that of our little friend that I looked round at him to make sure
     that he was indeed with us. Then I recalled to mind that he had
     mentioned to us that his brother and he were twins."
1146,hp,"Then I fail to understand you. Surely you are running the risk of
letting the murderer escape by thus putting him on his guard?"
1147,sh,"he was as you say. I have heard that he was
     atrocious. But how are you affected?"
1148,hp,Then it has nothing to do with the crime at all.
1149,hp,"Will you come with me, Mademoiselle? Monsieur Doyle wants to see you."
1150,mm,"the kind of man who—well, thinks of everything. A good brain, I should think."
1151,hp,I never wrote to you. Those letters weren’t written by me. I’ve said so again and again.
1152,sh,"The name of the maker, no doubt; or his monogram, rather."
1153,mm,"It is, as you have pointed out, quite a substantial sum of money."
1154,mm,One might hope to say—like to say—because she had too much sense. He was not the type of a young man one would want anyone one was fond of to marry. She was a very lovely girl and a very sweet girl. I don’t know why she didn’t marry him. Nobody has ever told me.
1155,hp,"I had no idea Lady Clarke disliked me so much. In fact, I always thought she was rather fond of me."
1156,mm,that those two women were private agents accompanying you for your protection?
1157,mm,"Dear me, now, dear me. Oh, I’m sorry for that. Come right in, ma’am, come right in. That’s right. You sit down here. Now I’ll get you a glass of water—or maybe you’d like a pot of tea?"
1158,sh,"The old man sat with his mouth open staring wildly at Holmes.
     Amazement and fear were stamped upon his expressive features. Now,
     with an effort, he shrugged his shoulders and burst into insincere
     laughter."
1159,sh,"Well, moonshine is a brighter thing than fog,"
1160,hp,"But
me, I discover all the little secrets. It is my business."
1161,mm,"You seem to have been very thorough, my dear. Perhaps, if I may say so, just a little too thorough. I always think, you know, that one should have a plan. It’s like my friend, Mrs. Eldritch, she had such a nice little maid, polished linoleum beautifully, but she was so thorough that she polished the bathroom floor too much, and as Mrs. Eldritch was stepping out of the bath the cork mat slipped from under her, and she had a very nasty fall and actually broke her leg! Most awkward, because the bathroom door was locked, of course, and the gardener had to get a ladder and come in through the window—terribly distressing to Mrs. Eldritch, who had always been a very modest woman."
1162,sh,He asked me to show you up at once when you came.
1163,hp,"She did not seem excited, or depressed, or upset in any way?"
1164,mm,"You see, I don’t really know what I ought to do. I can’t ask Julian because—well, I mean, Julian’s so full of rectitude. . . ."
1165,hp,"Look here—you aren’t thinking…it wasn’t I who killed her! I’ll swear that! I’ve been in the most awful stew. To have chosen that night of all others…God, it’s been awful!"
1166,mm,"When anything is possible, I think we ought to take precautions."
1167,mm,You have perhaps pinned down the smell of evil?
1168,mm,"There are one or two things I could do here, I think. One thing I have done already."
1169,sh,"Very good, Mrs. Merrilow. I
     should like to have a little chat with Dr. Watson. That will carry us
     till lunch-time. About three o'clock you may expect to see us at your
     house in Brixton."
1170,sh,"On the contrary, I have half a sovereign for you if you will give me
     a clear answer to my questions."
1171,mm,"I had a letter from a friend abroad,"
1172,mm,"Not scot-free. Neither you nor I believe that. Remember what you said not long ago. No. Greta Rosen will not escape punishment. To begin with, she must be in with a very queer set of people—blackmailers and terrorists—associates who will do her no good, and will probably bring her to a miserable end. As you say, one mustn’t waste thoughts on the guilty—it’s the innocent who matter. Mr. Templeton, who I dare say will marry that German cousin, his tearing up her letter looks—well, it looks suspicious—using the word in quite a different sense from the one we’ve been using all the evening. A little as though he were afraid of the other girl noticing or asking to see it? Yes, I think there must have been some little romance there. And then there’s Dobbs—though, as you say, I dare say it won’t matter much to him. His elevenses are probably all he thinks about. And then there’s that poor old Gertrud—the one who reminded me of Annie Poultny. Poor Annie Poultny. Fifty years’ faithful service and suspected of making away with Miss Lamb’s will, though nothing could be proved. Almost broke the poor creature’s faithful heart; and then after she was dead it came to light in the secret drawer of the tea caddy where old Miss Lamb had put it herself for safety. But too late then for poor Annie.

“That’s what worries me so about that poor old German woman. When one is old, one becomes embittered very easily. I felt much more sorry for her than for Mr. Templeton, who is young and good-looking and evidently a favourite with the ladies. You will write to her, won’t you, Sir Henry, and just tell her that her innocence is established beyond doubt? Her dear old master dead, and she no doubt brooding and feeling herself suspected of . . . Oh! It won’t bear thinking about!"
1173,sh,"They come at me like bullets. If you
     put it that Mrs. Douglas and Barker know the truth about the murder,
     and are conspiring to conceal it, then I can give you a whole-souled
     answer. I am sure they do. But your more deadly proposition is not so
     clear. Let us for a moment consider the difficulties which stand in
     the way."
1174,hp,"Of course. De mortuis nil nisi bonum and all that, but you can’t get away from facts. That woman was a bad lot through and through. You’ve only got to hunt round a bit in her unsavoury past."
1175,sh,"I fancy the ashes of them
     might even now be found in that oven which had already consumed a
     part."
1176,hp,The murderer is with us—on the train now….
1177,mm,My theory falls to the ground. This is probably a very ordinary murder—a revengeful poacher or something of that sort.
1178,hp,"Tell me, Hastings, do you consider the case ended?"
1179,hp,"Certainly it is serious. To begin with, a murder—that by itself is a calamity of the first water. But not only that, the circumstances are unusual. Here we are, brought to a standstill. We may be here for hours—and not only hours—days! Another circumstance. Passing through most countries we have the police of that country on the train. But in Yugoslavia—no. You comprehend?"
1180,mm,"Of course, all that we were told is very interesting,"
1181,hp,A cleft stick—eh? How many crimes do you think this—lunatic has in mind?
1182,sh,"that all the queen's horses and
     all the queen's men cannot avail in this matter."
1183,sh,"I will lay an account of the case before you in its due
     order, showing you the various points which guided me in my decision.
     Pray interrupt me if there is any inference which is not perfectly
     clear to you."
1184,mm,"Don’t think there’s anything in that. She didn’t even know Spenlow at the time. I remember the case. Opinion in police circles was that a son of the house was mixed up in it—Jim Abercrombie—awful young waster. Had a pile of debts, and just after the robbery they were all paid off—some rich woman, so they said, but I don’t know—Old Abercrombie hedged a bit about the case—tried to call the police off."
1185,sh,"Mr.
     Bartholomew Sholto, of Pondicherry Lodge, Upper Norwood, was found
     dead in his room under circumstances which point to foul play. As far
     as we can learn, no actual traces of violence were found upon Mr.
     Sholto's person, but a valuable collection of Indian gems which the
     deceased gentleman had inherited from his father has been carried
     off. The discovery was first made by Mr. Sherlock Holmes and Dr.
     Watson, who had called at the house with Mr. Thaddeus Sholto, brother
     of the deceased. By a singular piece of good fortune, Mr. Athelney
     Jones, the well-known member of the detective police force, happened
     to be at the Norwood Police Station, and was on the ground within
     half an hour of the first alarm. His trained and experienced
     faculties were at once directed towards the detection of the
     criminals, with the gratifying result that the brother, Thaddeus
     Sholto, has already been arrested, together with the housekeeper,
     Mrs. Bernstone, an Indian butler named Lal Rao, and a porter, or
     gatekeeper, named McMurdo. It is quite certain that the thief or
     thieves were well acquainted with the house, for Mr. Jones's
     well-known technical knowledge and his powers of minute observation
     have enabled him to prove conclusively that the miscreants could not
     have entered by the door or by the window, but must have made their
     way across the roof of the building, and so through a trap-door into
     a room which communicated with that in which the body was found. This
     fact, which has been very clearly made out, proves conclusively that
     it was no mere haphazard burglary. The prompt and energetic action of
     the officers of the law shows the great advantage of the presence on
     such occasions of a single vigorous and masterful mind. We cannot but
     think that it supplies an argument to those who would wish to see our
     detectives more decentralized, and so brought into closer and more
     effective touch with the cases which it is their duty to
     investigate."
1186,hp,Her pearls? Louise’s eyes opened very wide. “She was wearing them last night.
1187,sh,"Surely I met you in Plymouth at a garden-party some little time ago,
     Mrs. Straker?"
1188,hp,Good. I’ll let nurse know and she’ll arrange the dope accordingly.
1189,hp,Not at all. I hope you’ll sleep well and that your head will be better in the morning.
1190,hp,But I guess every nation likes its own girls best.
1191,hp,"Mostly a dried up lot of sticks in this hotel! Mrs. Marshall’s about the only lively spot! I should think Marshall’s got his hands full looking after her. All sorts of stories about her in her stage days—and after! Men go crazy about her. You’ll see, there’ll be a spot of trouble one of these days."
1192,mm,"Endeavouring to meet someone by accident and make it seem purely natural,"
1193,mm,I understand—I think you are right. I wish you good luck in the life you are now going to begin.
1194,sh,"I may need
     some of these dates which you have noted."
1195,hp,"Er—yes—well, yes, as a matter of fact I did. She doesn’t realize that, of course. And it’s not the sort of thing I could ever tell her. But I was feeling restless—and then I met Linnet, and she just swept me off my feet! I’d never seen anything so lovely. It was all so amazing. Everyone kowtowing to her—and then her singling out a poor chump like me."
1196,sh,"And yet I question, sir, whether, in all your experience, you have
     ever listened to a more mysterious and inexplicable chain of events
     than those which have happened in my own family."
1197,mm,"that if it’s the same person, that she’d be very suitable for my friend."
1198,sh,"Well, as you seem to have made the discovery, whatever it may be,
     and the vicar to have had it second-hand, perhaps you had better do
     the speaking,"
1199,sh,"I think, Dr. Mortimer, you would do
     wisely if without more ado you would kindly tell me plainly what the
     exact nature of the problem is in which you demand my assistance."
1200,hp,"We got more than I thought we should. Admission of fraud. Admission of attempted murder. Further than that it’s impossible to go. A man will confess, more or less, to attempted murder, but you won’t get him to confess to the real thing."
1201,hp,"You perceive, Hastings, that we have already one further point in favour of Ascher’s innocence. If he had been abusing his wife and threatening her, she would have been facing him over the counter. Instead she had her back to her assailant—obviously she is reaching down tobacco or cigarettes for a customer."
1202,mm,"Yes, that’s true. He wouldn’t hear it. Whichever way the murderer came, he stole up behind the Colonel and shot him. Then he saw the note and the clock and the idea came to him. He put 6:20 at the top of the letter and he altered the clock to 6:22. It was a clever idea. It gave him, or so he would think, a perfect alibi."
1203,mm,I wondered if any of you could guess.
1204,mm,"It seems to me that—well, the only people that could be … Oh dear, this is so difficult to say. But I mean there are two people who just spring into one’s mind as possibilities logically. I mean, I don’t think that it’s really so at all because I’m sure they’re both very nice people, but I mean there’s nobody else really logically who could be suspected, should I say."
1205,mm,"Yes, ma’am, and it’s upset Gladdie something awful."
1206,hp,It is the nest of the horse that I put my nose into there.
1207,hp,My staff! The members of my own expedition.
1208,sh,"though it is
     some years since he used my services in some trifling matter."
1209,sh,"Really, Mr. Holmes, I cannot undertake to say. He is taller than the
     Indian, not so tall as Gilchrist. I suppose five foot six would be
     about it."
1210,sh,"But he is right. Oh! I know that he is right. James never did it.
     And about his quarrel with his father, I am sure that the reason why
     he would not speak about it to the coroner was because I was
     concerned in it."
1211,sh,"I was sufficiently conversant with Holmes's methods to be able to
     follow his reasoning, and to see that the nature and state of the
     various medical instruments in the wicker basket which hung in the
     lamplight inside the brougham had given him the data for his swift
     deduction. The light in our window above showed that this late visit
     was indeed intended for us. With some curiosity as to what could have
     sent a brother medico to us at such an hour, I followed Holmes into
     our sanctum.

     A pale, taper-faced man with sandy whiskers rose up from a chair by
     the fire as we entered. His age may not have been more than three or
     four and thirty, but his haggard expression and unhealthy hue told of
     a life which has sapped his strength and robbed him of his youth. His
     manner was nervous and shy, like that of a sensitive gentleman, and
     the thin white hand which he laid on the mantelpiece as he rose was
     that of an artist rather than of a surgeon. His dress was quiet and
     sombre--a black frock-coat, dark trousers, and a touch of color about
     his necktie."
1212,mm,What he said was he thought you had a very fine sense of evil.
1213,sh,"I am not out for
     money. Let me see this man in the mud, and I've got all I've worked
     for--in the mud with my foot on his cursed face. That's my price. I'm
     with you to-morrow or any other day so long as you are on his track.
     Porky here can tell you always where to find me."
1214,sh,"There is the
     gravel-drive, and there are the rose-bushes where I lay. That second
     window is the one that I jumped from."
1215,sh,"Our lady must have picked her steps carefully, must
     she not, since on the one side she would leave a track on the path,
     and on the other an even clearer one on the soft bed?"
1216,mm,"And I’m afraid they often think we old women are—well, cats, to see things the way we do. But there it is. One does know a great deal about one’s own sex, unfortunately. I’ve no doubt there was a barrier between them. The young man felt a sudden inexplicable repulsion. He suspected, purely through instinct, and couldn’t hide the suspicion. And I really think that the girl’s visit to you was just pure spite. She was safe enough really; but she just went out of her way to fix your suspicions definitely on poor Mr. Templeton. You weren’t nearly so sure about him until after her visit."
1217,sh,"Bad! Stand clear, Watson! Not an unnecessary
     footstep! What do I read here? He fell wounded, he stood up, he
     remounted, he proceeded. But there is no other track. Cattle on this
     side path. He was surely not gored by a bull? Impossible! But I see
     no traces of anyone else. We must push on, Watson. Surely with stains
     as well as the track to guide us he cannot escape us now."
1218,sh,"There were three of them in it: the young man, the old man,
     and a third, to whose identity I have no clue. The first two, I need
     hardly remark, are the same who masqueraded as the Russian count and
     his son, so we can give a very full description of them. They were
     admitted by a confederate inside the house. If I might offer you a
     word of advice, Inspector, it would be to arrest the page, who, as I
     understand, has only recently come into your service, Doctor."
1219,hp,"I am sure that would be your view. Well, Colonel Arbuthnot, I do not think there is anything more I have to ask you. There is nothing you yourself can recall last night that in any way struck you—or shall we say strikes you now looking back—as suspicious?"
1220,hp,"Always you ask me that. The idea of Cranchester it is with you an
_idée fixe_. No, he is not in Cranchester. He is—_there_!"
1221,sh,"My dear sir, you have done wonders. The horse looks very fit and
     well. It never went better in its life. I owe you a thousand
     apologies for having doubted your ability. You have done me a great
     service by recovering my horse. You would do me a greater still if
     you could lay your hands on the murderer of John Straker."
1222,hp,"I assure you all is well. See, I will tell you how this happened. This man, the man you saw in Wagon Lit uniform, comes out of the dead man’s compartment. He collides with you. That is bad luck for him. He has hoped that no one will see him. What to do next? He must get rid of his uniform. It is now not a safeguard, but a danger."
1223,mm,"I do rather agree with you. They don’t seem very real. I have wondered about them a good deal. Wondered, I mean, why they came on this tour and if they were really enjoying it. And what was their reason for coming."
1224,mm,"No. I suppose it might some day, but they think on the whole it was pushed into the river. Ah well, you never know, do you? You never know what you may dig up off a ploughed field or something like that. I was taken once to see all that treasure. Luton Loo was it—some name like that? Somewhere in the East Counties. Under a ploughed field it was. Beautiful. Gold ships and Viking ships and gold plate, enormous great platters. Well, you never know. Any day you may turn up a dead body or you may turn up a gold platter. And it may be hundreds of years old like that gold plate was, or it may be a three-or four-years-old body, like Mary Lucas who’d been missing for four years, they say. Somewhere near Reigate she was found. Ah well, all these things! It’s a sad life. Yes, it’s a very sad life. You never know what’s coming."
1225,sh,"It was an old rickety door and gave at once before our united
     strength. Together we rushed into the room. It was empty. There was
     no furniture save a little pallet bed, a small table, and a basketful
     of linen. The skylight above was open, and the prisoner gone."
1226,hp,"The answer to that is yes. We are confronted here by an unknown personage. He is in the dark and seeks to remain in the dark. But in the very nature of things he cannot help throwing light upon himself. In one sense we know nothing about him—in another sense we know already a good deal. I see his figure dimly taking shape—a man who prints clearly and well—who buys good-quality paper—who is at great needs to express his personality. I see him as a child possibly ignored and passed over—I see him growing up with an inward sense of inferiority—warring with a sense of injustice…I see that inner urge—to assert himself—to focus attention on himself ever becoming stronger, and events, circumstances—crushing it down—heaping, perhaps, more humiliations on him. And inwardly the match is set to the powder train…."
1227,sh,"You have
     saved us a long walk, which would have brought us back on our own
     traces. Let us follow the return track."
1228,sh,"There are limits, you see, to our friend's
     intelligence.  It would have been a coup-de-maître had he deduced
     what I would deduce and acted accordingly."
1229,hp,Certainly I did. As soon as I heard of the shocking occurrence I perceived that my statement might be helpful and came forward accordingly.
1230,mm,"Not the secretary. Why, that’s what makes it so perfectly clear that it wasn’t him. He’d never have let that letter be found if so. And equally he’d never have destroyed a letter to himself with a German stamp on it. Really, his innocence is—if you’ll allow me to use the word—just shining."
1231,hp,I know what I should like to do.
1232,mm,"The Governor, a man of experience, told me exactly why he was so anxious to have my verdict. He had felt increasingly in his experience of this particular inmate that, in plain words, the boy was not a killer. He didn’t think he was the type of a killer, he was like no killer he had ever seen before, he was of the opinion that the boy was the kind of criminal type who would never go straight no matter what treatment was given to him, would never reform himself; and for whom nothing in one sense of the word could be done, but at the same time he felt increasingly certain that the verdict upon him had been a wrong one. He did not believe that the boy had killed a girl, first strangled her and then disfigured her after rolling her body into a ditch. He just couldn’t bring himself to believe it. He’d looked over the facts of the case, which seemed to be fully proved. This boy had known the girl, he had been seen with her on several different occasions before the crime. They had presumably slept together and there were other points. His car had been seen in the neighbourhood. He himself had been recognized and all the rest of it. A perfectly fair case. But my friend was unhappy about it, he said. He was a man who had a very strong feeling for justice. He wanted a different opinion. He wanted, in fact, not the police side which he knew, he wanted a professional medical view. That was my field, he said. My line of country entirely. He wanted me to see this young man and talk with him, visit him, make a professional appraisal of him and give him my opinion."
1233,sh,"He hurried at his top speed
     down Baker Street and along Oxford Street, until we had almost
     reached Regent Circus. Here on the left hand there stands a shop
     window filled with photographs of the celebrities and beauties of the
     day. Holmes's eyes fixed themselves upon one of them, and following
     his gaze I saw the picture of a regal and stately lady in Court
     dress, with a high diamond tiara upon her noble head. I looked at
     that delicately-curved nose, at the marked eyebrows, at the straight
     mouth, and the strong little chin beneath it. Then I caught my breath
     as I read the time-honoured title of the great nobleman and statesman
     whose wife she had been. My eyes met those of Holmes, and he put his
     finger to his lips as we turned away from the window.






                       THE ADVENTURE OF THE SIX NAPOLEONS

     It was no very unusual thing for Mr. Lestrade, of Scotland Yard, to
     look in upon us of an evening, and his visits were welcome to
     Sherlock Holmes, for they enabled him to keep in touch with all that
     was going on at the police head-quarters. In return for the news
     which Lestrade would bring, Holmes was always ready to listen with
     attention to the details of any case upon which the detective was
     engaged, and was able occasionally, without any active interference,
     to give some hint or suggestion drawn from his own vast knowledge and
     experience.

     On this particular evening Lestrade had spoken of the weather and the
     newspapers. Then he had fallen silent, puffing thoughtfully at his
     cigar. Holmes looked keenly at him."
1234,hp,First millennium. A lady of some consequence perhaps. Skull looks rather odd—I must get Mercado to look at it. It suggests death by foul play.
1235,hp,I would like a word with him before our good inspector takes him in hand.
1236,hp,"And if you ask me, even M. Poirot here is what I should call a shade on the indulgent side about her, calling her a natural victim and all that. Of course it’s true that she wasn’t a cultured woman at all, and as Captain Marshall isn’t here I don’t mind saying that she always did seem to me kind of dumb. I said so to Mr. Gardener, didn’t I, Odell?"
1237,hp,He is one of the Pères Blancs in Carthage.
1238,hp,"And unluckily I didn’t hear anything at all. I can’t think why not. After all, Linnet’s cabin is only one away from mine. I should think I’d have been bound to hear the shot. Go along, Tim; they’re waiting for you."
1239,mm,"Half the time I was ashamed of myself for thinking so. Who was I to go suspecting this nice, pleasant-mannered English lady of a foul and cold-blooded crime? I did my best to be as cordial as possible to her during the short time she stayed on the island. I helped her with the Spanish authorities. I did everything I could do as an Englishman to help a compatriot in a foreign country; and yet I am convinced that she knew I suspected and disliked her."
1240,sh,"I will go no further in this matter. It is too dangerous--he
     suspects me. I can see that he suspects me. He came to me quite
     unexpectedly after I had actually addressed this envelope with the
     intention of sending you the key to the cipher. I was able to cover
     it up. If he had seen it, it would have gone hard with me. But I read
     suspicion in his eyes. Please burn the cipher message, which can now
     be of no use to you."
1241,hp,"they have detained a man at Liverpool. His name is
Charles Kent, and he is believed to be the stranger who visited Fernly
that night. They want me to go to Liverpool at once and identify him."
1242,mm,your cabinetmaker was a young man. He didn’t know everything. People were very artful when they made hiding places in those days. There’s such a thing as a secret inside a secret.
1243,hp,Ach! what is that you say? You accuse me? Again? But it is ridiculous—beneath contempt.
1244,hp,"Oh, I believe you. Dr. Leidner did not leave the roof. That is an undisputed fact. But what I saw—and what Miss Johnson had seen—was that Dr. Leidner could murder his wife from the roof without leaving it."
1245,sh,"I have said, sir, that it was the night before last--that is,
     September 4th."
1246,sh,"cried the clerk.

     Again and much louder cam the rat-tat-tat. We all gazed expectantly
     at the closed door. Glancing at Holmes, I saw his face turn rigid,
     and he leaned forward in intense excitement. Then suddenly came a low
     guggling, gargling sound, and a brisk drumming upon woodwork. Holmes
     sprang frantically across the room and pushed at the door. It was
     fastened on the inner side. Following his example, we threw ourselves
     upon it with all our weight. One hinge snapped, then the other, and
     down came the door with a crash. Rushing over it, we found ourselves
     in the inner room. It was empty.

     But it was only for a moment that we were at fault. At one corner,
     the corner nearest the room which we had left, there was a second
     door. Holmes sprang to it and pulled it open. A coat and waistcoat
     were lying on the floor, and from a hook behind the door, with his
     own braces round his neck, was hanging the managing director of the
     Franco-Midland Hardware Company. His knees were drawn up, his head
     hung at a dreadful angle to his body, and the clatter of his heels
     against the door made the noise which had broken in upon our
     conversation. In an instant I had caught him round the waist, and
     held him up while Holmes and Pycroft untied the elastic bands which
     had disappeared between the livid creases of skin. Then we carried
     him into the other room, where he lay with a clay-colored face,
     puffing his purple lips in and out with every breath--a dreadful
     wreck of all that he had been but five minutes before."
1247,mm,And this time it’s the other way round?
1248,sh,"My name is Helen Stoner, and I am living with my stepfather, who is
     the last survivor of one of the oldest Saxon families in England, the
     Roylotts of Stoke Moran, on the western border of Surrey."
1249,mm,"We shall do, sir. Not a doubt of it."
1250,sh,"I am sure I am very much
     obliged to you for coming round. No one ever needed your advice more
     than I do. I suppose that Dr. Trevelyan has told you of this most
     unwarrantable intrusion into my rooms."
1251,sh,"Well, I want to see the man who lives here, whatever he may call
     himself,"
1252,sh,"When the light of the hall lamp fell upon our midnight visitor I had
     no difficulty in recognising him. It was young Stanley Hopkins, a
     promising detective, in whose career Holmes had several times shown a
     very practical interest."
1253,sh,"From the instant that we passed the rise we could no longer see the
     vehicle, but we hastened onwards at such a pace that my sedentary
     life began to tell upon me, and I was compelled to fall behind.
     Holmes, however, was always in training, for he had inexhaustible
     stores of nervous energy upon which to draw. His springy step never
     slowed until suddenly, when he was a hundred yards in front of me, he
     halted, and I saw him throw up his hand with a gesture of grief and
     despair. At the same instant an empty dog-cart, the horse cantering,
     the reins trailing, appeared round the curve of the road and rattled
     swiftly towards us."
1254,hp,"I always thought there was something wrong about him. He was almost too word-perfect in his rôle; he was all archæologist, not enough human being."
1255,hp,"You know, Hastings, there is a little device—my hairdresser is a man of great ingenuity—one attaches it to the scalp and brushes one’s own hair over it—it is not a wig, you comprehend—but—"
1256,mm,"There was Mrs. Green, you know, she buried five children—and every one of them insured. Well, naturally, one began to get suspicious."
1257,sh,"I am sorry
     that I have not been able to bring your Majesty's business to a more
     successful conclusion."
1258,sh,"The ticket would have shown which station was nearest the agent's
     house. Therefore he took it from the murdered man's pocket."
1259,hp,Isn’t there such a thing as—as a blood lust?
1260,mm,"You may want to rest this afternoon. If not, I will call for you here in an hour’s time. There is an interesting church you might care to see—?"
1261,mm,"Oh dear, I am sorry. I talked to her a good deal. I sat in the next seat to her on the coach. She is, I believe, a retired schoolmistress, a very well known one."
1262,sh,"I have a small pawnbroker's
     business at Coburg Square, near the City. It's not a very large
     affair, and of late years it has not done more than just give me a
     living. I used to be able to keep two assistants, but now I only keep
     one; and I would have a job to pay him but that he is willing to come
     for half wages so as to learn the business."
1263,sh,"now for the
     box wrapper. Brown paper, with a distinct smell of coffee. What, did
     you not observe it? I think there can be no doubt of it. Address
     printed in rather straggling characters: 'Miss S. Cushing, Cross
     Street, Croydon.' Done with a broad-pointed pen, probably a J, and
     with very inferior ink. The word 'Croydon' has been originally
     spelled with an 'i', which has been changed to 'y'. The parcel was
     directed, then, by a man--the printing is distinctly masculine--of
     limited education and unacquainted with the town of Croydon. So far,
     so good! The box is a yellow, half-pound honeydew box, with nothing
     distinctive save two thumb marks at the left bottom corner. It is
     filled with rough salt of the quality used for preserving hides and
     other of the coarser commercial purposes. And embedded in it are
     these very singular enclosures."
1264,sh,"I put it all upon the
     table. But one card is missing. It's the king of diamonds. I don't
     know where the stone is."
1265,mm,"Oh yes—we had peaches in it, too—and nectarines."
1266,mm,Since then I have never laughed at the people who use the word atmosphere. There is such a thing. There are certain places imbued and saturated with good or evil influences which can make their power felt.
1267,sh,"If you use the code which I have explained,"
1268,sh,"My
     reasoning seems to have been pretty sound, Watson."
1269,mm,"that I went into the post office here and I explained rather scattily and—well, like the old pussy I am—that I had very foolishly asked someone to take a parcel for me and post it, and I had put the wrong address on it. I was very upset by this. The postmistress very kindly said she remembered the parcel, but the address on it was not the one I was mentioning. It was this one, the one I have just given to you. I explained that I had been very foolish and written the wrong address on it, confusing it with another one I sometimes send things to. She told me it was too late to do anything about it now because the parcel, naturally, had gone off. I said it was quite all right, that I would send a letter to the particular charity to which the parcel had been sent, and explain that it had been addressed to them by mistake. Would they very kindly forward it on to the charity that I had meant to receive it."
1270,mm,"Ah. I remember. He went out there, I believe, for his health. It did him some good, perhaps, but he was already a very ill man, badly crippled, as you know."
1271,sh,"I am bound to say that in all the
     accounts which you have been so good as to give of my own small
     achievements you have habitually underrated your own abilities. It
     may be that you are not yourself luminous, but you are a conductor of
     light. Some people without possessing genius have a remarkable power
     of stimulating it. I confess, my dear fellow, that I am very much in
     your debt."
1272,hp,"The human drama, Hastings! Reflect a little minute. Here are three sets of human beings brought together by a common tragedy. Immediately a second drama commences—tout à fait à part. Do you remember my first case in England? Oh, so many years ago now. I brought together two people who loved one another—by the simple method of having one of them arrested for murder! Nothing less would have done it! In the midst of death we are in life, Hastings…Murder, I have often noticed, is a great matchmaker."
1273,sh,"It is the one quality
     which Gregory lacks. We imagined what might have happened, acted upon
     the supposition, and find ourselves justified. Let us proceed."
1274,mm,That is why she was coming to me. She wanted to know certain facts.
1275,mm,Very curious indeed. But the note seems to me even more curious still. I mean—
