no.,character,quote
1220,hastings,It is no question of suspicion. Everyone on the island will be asked to account for his or her movements between a quarter to eleven and twenty minutes to twelve this morning.
1221,japp,Ive got those times worked out. From the hotel to the ladder down to Pixy Cove three minutes. Thats walking till you are out of sight of the hotel and then running like hell.
1222,hastings,"She took them out of the attaché case on her table,"
1223,watson,"It was just growing dusk at the time. They were lighting the lamps
     as I came back with the brandy."
1224,japp,There was a case—body of a young woman found somewhere near Bagshot. Going to meet her husband somewhere and never turned up. And there was what the papers called the Lonely Copse Mystery. Both in Surrey if I remember rightly.
1225,watson,"Even in his chastened frame of mind the noble miser could give us no
     information which could help us, for he knew little of the private
     life of his nephew. Our only clue lay in the truncated telegram, and
     with a copy of this in his hand Holmes set forth to find a second
     link for his chain. We had shaken off Lord Mount-James, and Overton
     had gone to consult with the other members of his team over the
     misfortune which had befallen them. There was a telegraph-office at a short distance from the hotel. We
     halted outside it."
1226,watson,"It does seem a most preposterous
     way of settling a dispute."
1227,watson,"My constitution has not got
     over the Afghan campaign yet. I cannot afford to throw any extra
     strain upon it."
1228,japp,"Independent, thats what they are. These summer evenings theyre not going to rush home. All the same, Betty was usually in by eleven."
1229,watson,"As he spoke there was a sharp ring at the bell. Sherlock Holmes rose
     softly and moved his chair in the direction of the door. We heard the
     servant pass along the hall, and the sharp click of the latch as she
     opened it."
1230,watson,"If its a local villain there should not be much difficulty in
     running him down,"
1231,japp,"There may be something in that. Nothing to it at the time—but its possible that the idea of the modus operandi for his next crime occurred to our man then. Weve got Hills name and address, I see. His description of the man is vague but it links up well enough with the descriptions of Mary Stroud and this Tom Hartigan…."
1232,watson,"our ways lie elsewhere. Our next station
     must be the office from which the papers were taken."
1233,hastings,"To begin with, I want to make a very special plea
to mademoiselle."
1234,watson,"but its the common
     lot this morning. Mrs. Hudson has been knocked up, she retorted upon
     me, and I on you."
1235,watson,Perhaps some day you will do me justice. If you only realized--
1236,japp,"Its all graveled again here, and hard as it can be."
1237,watson,"He had started running swiftly over the moor, and I had followed at
     his heels. But now from somewhere among the broken ground immediately
     in front of us there came one last despairing yell, and then a dull,
     heavy thud. We halted and listened. Not another sound broke the heavy
     silence of the windless night. I saw Holmes put his hand to his forehead like a man distracted. He
     stamped his feet upon the ground."
1238,japp,—so difficult to know which pieces are part of the fur rug and which are the cats tail.
1239,watson,I should think you had better see the young lady herself.
1240,watson,"We were
     chatting about the matter when you came in, Inspector. Perhaps you
     can let us have a few details."
1241,watson,"I feel twenty years younger, Holmes. I have seldom felt so happy as
     when I got your wire asking me to meet you at Harwich with the car. But you, Holmes--you have changed very little--save for that horrible
     goatee."
1242,watson,"If you will take one elbow of the too faithful Dolores, I
     will take the other. There, now,"
1243,hastings,Arlena Marshall wasnt killed by a woman. Its a man weve got to look for. Weve got to stick to the men in the case.
1244,watson,"It is satisfactory to know that there can be no difference of
     opinion upon this case, since Mr. Lestrade, one of the most
     experienced members of the official force, and Mr. Sherlock Holmes,
     the well-known consulting expert, have each come to the conclusion
     that the grotesque series of incidents, which have ended in so tragic
     a fashion, arise from lunacy rather than from deliberate crime. No
     explanation save mental aberration can cover the facts."
1245,watson,"And then again, there is the friends of the C.C.H. I should guess
     that to be the Something Hunt, the local hunt to whose members he has
     possibly given some surgical assistance, and which has made him a
     small presentation in return."
1246,japp,"Ive known Ralph Paton from a boy upward. Hed never
stoop to murder."
1247,watson,"All my instincts are against this explanation. Use your powers! Go
     to the scene of the crime! See the people concerned! Leave no stone
     unturned! In all your career you have never had so great a chance of
     serving your country."
1248,watson,"said he. There was a whisk of feminine
     skirts down the passage, and the hall door was opened and shut."
1249,watson,"He flattened it out upon the table, and a cry of triumph
     burst from his lips."
1250,japp,"How exactly
did you go to work, if I may ask?"
1251,watson,"We thought that perhaps you would care to step across, Mr. Holmes."
1252,watson,"To tell the truth, my desire to fetch a doctor had somewhat weakened,
     for poor Holmes was so obviously delirious that it seemed dangerous
     to leave him. However, he was as eager now to consult the person
     named as he had been obstinate in refusing."
1253,watson,"Here it is. Now, officer, can you give me ten yards of
     string?"
1254,hastings,"You and I, M. le docteur, we
investigate this affair side by side. Without you I should be lost. I
desire a little information from the good Mr. Hammond."
1255,watson,"that you will not improve any reputation
     which I may have acquired by adding the case of the Thor Bridge
     mystery to your annals. I have been sluggish in mind and wanting in
     that mixture of imagination and reality which is the basis of my art. I confess that the chip in the stonework was a sufficient clue to
     suggest the true solution, and that I blame myself for not having
     attained it sooner."
1256,watson,and so I will beg leave to resume my walk.
1257,hastings,"however strong the circumstantial evidence against
him may be. The mere fact that he was hard pressed for money——"
1258,japp,Arlena Marshall wasnt killed by a woman. Its a man weve got to look for. Weve got to stick to the men in the case.
1259,japp,"Brains dont count for much when it comes to an infatuation, sir."
1260,watson,"just sit
     down in this chair and let me preach to you for a little. I dont
     know quite what to do, and I should value your advice. Light a cigar
     and let me expound."
1261,japp,"And weve every sympathy for you, but we want to know all the facts we can so as to get to work as quick as possible."
1262,watson,"You dont look quite the man you did when I threw you over the ropes
     into the crowd at the Old Deer Park. I expect I have changed a bit
     also. But its this last day or two that has aged me. I see by your
     telegram, Mr. Holmes, that it is no use my pretending to be anyones
     deputy."
1263,hastings,"Coincidence—eh? What do you say, Maitland? Are you in favour of the idea? Shall we put it up to Leidner?"
1264,watson,"There was a pause after the stock-brokers clerk had concluded his
     surprising experience. Then Sherlock Holmes cocked his eye at me,
     leaning back on the cushions with a pleased and yet critical face,
     like a connoisseur who has just taken his first sip of a comet
     vintage."
1265,watson,"He had spoken in jesting vein, but the twitching of his bushy
     eyebrows bespoke his disappointment and irritation. I sat helpless
     and unhappy, staring into the fire. A long silence was broken by a
     sudden exclamation from Holmes, who dashed at a cupboard, from which
     he emerged with a second yellow-covered volume in his hand."
1266,japp,I dont admit anything. Not till I know what youve got on me.
1267,japp,"Which letter of the alphabet do you place it at, inspector?"
1268,hastings,"I dont know where she hid this to begin with,"
1269,japp,"And there are, too,
differences in quality. Then there is the psychology of a crime. One
must study that."
1270,japp,"That is, if the facts are as the boy stated them. Weve had no luck with the stocking manufacturers yet. It was time we got hold of something. By the way, give me that file of the Churston case."
1271,watson,"That will do, Mr. Wilson. I shall be happy to give you an opinion
     upon the subject in the course of a day or two. To-day is Saturday,
     and I hope that by Monday we may come to a conclusion."
1272,japp,"There is one thing I should like to know from you, mademoiselle. When
you were examining the things in the silver table with Dr. Sheppard,
was the dagger in its place, or was it not?"
1273,watson,"As this is an express, and as the boat runs in connection with it, I
     should think we have shaken him off very effectively."
1274,japp,"I didnt stop to look. I knew
the family would be down any minute, and I wanted to get away."
1275,japp,"No, they dont. And thats another point in his favour. Ive just told the Chief Constable that I think this is a job for Scotland Yard. I dont believe its a local crime."
1276,watson,"THE ADVENTURE OF SHOSCOMBE OLD PLACE

     Sherlock Holmes had been bending for a long time over a low-power
     microscope. Now he straightened himself up and looked round at me in
     triumph."
1277,japp,"Ive
told him, and Ill tell you. Im perfectly certain the dagger was _not_
there. He thinks it was and that Ralph sneaked it later in the evening. And—and he doesnt believe me. He thinks Im saying it to—to shield
Ralph."
1278,japp,"Not exactly hanging about. Of course, there are a lot of people what you might call wandering about at this time of year. One often meets people strolling with an aimless look across the golf links or down the lanes to the sea. In the same way, practically everyone one sees this time of year is a stranger."
1279,japp,"Now were getting places, all right! Depend upon it, this dope stunt is at the bottom of the whole business."
1280,watson,"Not a word! Into
     your clothes and come!"
1281,hastings,"And this is Mr. Hercule Poirot, also from London, and er—"
1282,watson,"It died away, and an absolute silence closed in upon us. We stood
     straining our ears, but nothing came."
1283,watson,"Holmes had not said one word to me about the tragedy which we had
     witnessed, but I observed all the morning that he was in his most
     thoughtful mood, and he gave me the impression, from his vacant eyes
     and his abstracted manner, of a man who is striving to recall
     something to his memory. We were in the middle of our lunch when he
     suddenly sprang to his feet."
1284,japp,"With a first-class alibi for the Bexhill murder, the whole case might be weakened. I dont think he realized how strong our case is. Anyway, Lucas goes in for originality. Hes a young man, and he wants to hit the public eye."
1285,japp,if he wasnt so ordinary-looking. Weve worried enough perfectly inoffensive citizens as it is.
1286,japp,"I cant say I remember noticing it—but, of
course, it may have been there all the time."
1287,hastings,Ill be quiet. But I must leave this place. Joseph and I can go in and sleep at the Rest House.
1288,japp,"Havent heard it spoken of for years, though. Wed better have a look inside it. Never know, we might find a pointer of some kind."
1289,watson,"But there are some pretty little problems among them. Heres the
     record of the Tarleton murders, and the case of Vamberry, the wine
     merchant, and the adventure of the old Russian woman, and the
     singular affair of the aluminium crutch, as well as a full account of
     Ricoletti of the club-foot, and his abominable wife. And here--ah,
     now, this really is something a little recherché."
1290,japp,"We know some one was with him at half-past nine. If
that visitor turned up as soon as you left, and after he went, Miss
Ackroyd came in to say good-night—well, he wouldnt be able to go on
with the letter until close upon ten oclock."
1291,watson,I ought to make you sign a paper to that effect.
1292,watson,"Yes, sir; prints it in pencil. Just the word, nothing more. Heres
     the one I brought to show you--soap. Heres another--match. This is
     one he left the first morning--daily gazette. I leave that paper with
     his breakfast every morning."
1293,watson,"We have quite come to the conclusion that he wounded himself in his
     fall."
1294,hastings,"One prefers to remain incognito. I am not anxious for notoriety. I
have not even troubled to correct the local version of my name."
1295,watson,"There was a movement and an exclamation from my right, and peering
     through the gloom, I saw Whitney, pale, haggard, and unkempt, staring
     out at me."
1296,japp,"Just a couple of proverbs. Well, I must be off. Got a little business in the next street to see to—receiving stolen jewellery. I thought Id just drop in on my way and put your mind at rest. Pity to let those grey cells function unnecessarily."
1297,watson,"but a country doctor, as you very astutely
     observed. I think that I am fairly justified in my inferences. As to
     the adjectives, I said, if I remember right, amiable, unambitious,
     and absent-minded. It is my experience that it is only an amiable man
     in this world who receives testimonials, only an unambitious one who
     abandons a London career for the country, and only an absent-minded
     one who leaves his stick and not his visiting-card after waiting an
     hour in your room."
1298,hastings,well make a note of that. It will be something for the police to go on. The man may have some connection with the case.
1299,hastings,"Thats an idea, that is. Ought to be put in a book."
1300,japp,"Weve found a man who went in and bought some tobacco at 5:30. And a second man went in and found the shop empty, as he thought, at five minutes past six. That puts the time at between 5:30 and 6:5. So far I havent been able to find anyone who saw this man Ascher in the neighbourhood, but, of course, its early as yet. He was in the Three Crowns at nine oclock pretty far gone in drink. When we get hold of him hell be detained on suspicion."
1301,japp,"Were you informed, by any chance, how and with what the girl was strangled?"
1302,japp,Just about twenty past eleven. I noticed the clock in the hall as I went out again.
1303,japp,"is very interesting—but hardly in the sphere of
practical politics."
1304,watson,"I take it, Miss Presbury, that there
     is some fresh development in the case, and that you thought we should
     know?"
1305,hastings,And the husband? Did he know about it? What did he feel?
1306,hastings,Is that right?
1307,hastings,I dont know whether he knew about it or not.
1308,hastings,Hed been cross-questioning me about the man with a squint who was looking in at the window that day. He asked me just where hed stood on the path and then he said he was going out to have a look round. He said in detective stories the criminal always dropped a convenient clue.
1309,hastings,Am I correct in supposing that you intend to be a cavalier to one of the ladies?
1310,watson,"But why? What can it matter to him that his landlady should have a
     word of his writing? Still, it may be as you say. Then, again, why
     such laconic messages?"
1311,japp,"Bless you, we get dozens of letters like that coming in every day! People with nothing better to do and a bit weak in the top storey sit down and write em. They dont mean any harm! Just a kind of excitement."
1312,watson,"He gave an exclamation; that was all. I waited but he never
     returned. Then I walked home. Next morning, after the office opened,
     they came to inquire. About twelve oclock we heard the terrible
     news. Oh, Mr. Holmes, if you could only, only save his honour! It was
     so much to him."
1313,watson,"He chuckled and
     rubbed his hands when we found ourselves in the street once more."
1314,hastings,The sanity of a city full of men against the insanity of one man? Remember the long-continued successes of Jack the Ripper.
1315,watson,"I never saw a Devonshire man who did not swear by his county,"
1316,japp,"I was looking to see that all the
flowers were fresh. Oh! yes, I remember now. The silver table was
open—which it had no business to be, and I shut the lid down as I
passed."
1317,japp,"Went out just on nine oclock last night. Was seen in neighborhood of
Fernly Park somewhere about nine-thirty. Not been seen since. Believed
to be in serious money difficulties. Ive got a pair of his shoes
here—shoes with rubber studs in them. He had two pairs, almost exactly
alike. Im going up now to compare them with those footmarks. The
constable is up there seeing that no one tampers with them."
1318,japp,With the schools breaking up and the holidays beginning? People are fairly flooding into the place this week.
1319,japp,"That is to say, theyre not
the same pair that actually made these prints. He went away in those. This is a pair just like them, but older—see how the studs are worn
down."
1320,hastings,"Yes. Blackmail, or no blackmail. I still feel it points to him. And his manner—well, his manner is unfortunate."
1321,japp,"Excuse me, sir, Ive been thinking about that alibi. Its possible, you know, if hed thought this thing out, that those letters were got ready beforehand."
1322,japp,"Theres not going to be much mystery about this crime. Take a look at
the hilt of that dagger."
1323,japp,Lets put it at twenty minutes to twelve. She cannot have been killed very long before that. Say between then and eleven—quarter to eleven at the earliest outside limit.
1324,japp,"As a matter of fact—my last case—I dont know whether you read about it—the Mabel Homer case, the Muswell Hill schoolgirl, you know—that man Capper was extraordinary. Amazingly difficult to pin the crime on to him—it was his third, too! Looked as sane as you or I. But there are various tests—verbal traps, you know—quite modern, of course, there was nothing of that kind in your day. Once you can induce a man to give himself away, youve got him! He knows that you know and his nerve goes. He starts giving himself away right and left."
1325,hastings,"And so he is engaged to Mr. Ackroyds niece, the charming Miss Flora."
1326,watson,"There
     is one question which you can answer with more authority than anyone
     else in the world, and it may make a very great difference to me. You
     know Mr. Holmes and his relations with the police better than anyone
     else can. Supposing that a matter were brought confidentially to his
     knowledge, is it absolutely necessary that he should pass it on to
     the detectives?"
1327,japp,"Im trying to judge the thing
fair and square. Im a local man, and Ive seen Captain Paton many
times in Cranchester. Im not wanting him to be the guilty one—but its
bad whichever way you look at it. If hes innocent, why doesnt he come
forward? Weve got evidence against him, but its just possible that
that evidence could be explained away. Then why doesnt he give an
explanation?"
1328,japp,"Mind you, I dont believe in it, because I know it isnt true. But it is going to be the deuce to break it. This man Strange is a tough character."
1329,watson,"So it proved; for in the morning I found my friend standing on the
     hearthrug with his back to the fire and a smile of complete
     satisfaction upon his face."
1330,japp,"beware of the blind—the blind—_comment
dire?_—the little street that has no end to it."
1331,watson,"It is an interesting case, too, at the bottom of it."
1332,japp,"That is just what I cannot imagine. We have just read through the list of hotel guests. They are all middle-aged—dull. Which of them would Arlena Marshall prefer to Patrick Redfern? No, that is impossible. And yet, all the same, she did go to meet someone—and that someone was not Patrick Redfern."
1333,watson,"Exactly. There was evidently some mark, some thumbprint, something
     which might give a clue to the persons identity. Now. Mrs. Warren,
     you say that the man was of middle size, dark, and bearded. What age
     would he be?"
1334,watson,"Again the agonized cry swept through the silent night, louder and
     much nearer than ever. And a new sound mingled with it, a deep,
     muttered rumble, musical and yet menacing, rising and falling like
     the low, constant murmur of the sea."
1335,japp,"Next—the Redferns. Mr. Redfern is young, attractive to women, a magnificent swimmer, a good tennis player and accomplished dancer. His wife I have already spoken of to you. She is quiet, pretty in a washed-out way. She is, I think, devoted to her husband. She has something that Arlena Marshall did not have."
1336,watson,"A candid
     observer would certainly declare that we were so already before we
     embarked upon so wild an experiment. I confess that I never imagined
     that the effect could be so sudden and so severe."
1337,japp,"Can we have a word
or two alone with you?"
1338,japp,"it was a dry, fine night, you know. He
left no prints on the terrace or on the graveled path. But, unluckily
for him, a spring must have welled up just lately at the end of the
path from the drive. See here."
1339,japp,"Thats a matter for an alienist—though I may say that Ive had a certain experience of criminal lunacy and that the motives are usually grossly inadequate. There is a desire to assert ones personality, to make a splash in the public eye—in fact, to be a somebody instead of a nonentity."
1340,japp,"At any rate such a man cannot escape detection long,"
1341,watson,"it appears to be a case for an
     alienist. The old gentlemans cerebral processes were disturbed by
     the love affair. He made a journey abroad in the hope of breaking
     himself of the passion. His letters and the box may be connected with
     some other private transaction--a loan, perhaps, or share
     certificates, which are in the box."
1342,watson,"We have got our case--one of the
     most remarkable in our collection. But, dear me, how slow-witted I
     have been, and how nearly I have committed the blunder of my
     lifetime! Now, I think that with a few missing links my chain is
     almost complete."
1343,japp,"that money was given to me by Mr. Ackroyd for a special purpose. Miss Ackroyd never touched it. When she
says she did, she is lying with the idea of shielding Captain Paton. The truth is as I said, and I am prepared to go into the witness box
and swear to it."
1344,watson,"We sat in silence for some minutes, Holmes more depressed and shaken
     than I had ever seen him."
1345,japp,"He says he went there because he was born
in Kent."
1346,japp,What is it? Diamorphine Hydrochloride. Stuff thats usually called Heroin.
1347,watson,"She dropped her thick black veil over her face and glided
     from the room."
1348,japp,"My God, are you telling me were going to have five more murders?"
1349,watson,"and the contents of the
     paper showed that Mr. Horace Harker had got his account into print
     after all. Two columns were occupied with a highly sensational and
     flowery rendering of the whole incident. Holmes propped it against
     the cruet-stand and read it while he ate. Once or twice he chuckled."
1350,watson,"As we walked home together, Holmes stopped at a telegraph office and
     sent off several wires."
1351,hastings,"even if they had been open, no one could have entered or left the room that way. My fellows and I have assured ourselves of that. It is the same with all the other windows giving on the open country. They all have iron bars and all the bars are in good condition. To have got into your wifes room, a stranger must have come through the arched doorway into the courtyard. But we have the united assurance of the guard, the cook and the houseboy that nobody did so."
1352,japp,"He kept his money like that, in an unlocked drawer. Just fancy,"
1353,hastings,"You have not the trust in me of Miss Flora,"
1354,japp,What place in the house would he be likely to select? I got it straight away. The hall stand—no one ever moves a hall stand. With a lot of trouble I got it moved out from the wall—and there it was!
1355,japp,Thats what I dropped in about. Yesterday was the 21st and just out of curiosity I rang up Andover last night. It was a hoax all right. Nothing doing. One broken shop window—kid throwing stones—and a couple of drunk and disorderlies. So just for once our Belgian friend was barking up the wrong tree.
1356,japp,"It had quite slipped my memory. Let me see, what was the date mentioned?"
1357,watson,"When the detective departed my friend rose and made his preparations
     for the days work with the alert air of a man who has a congenial
     task before him."
1358,japp,"While you pursued your investigations upstairs I have been conversing with Miss Barnard and Mr. Fraser, endeavouring if I could to find something that will throw light upon the matter."
1359,watson,"I have been turning it
     over in my mind, and I can see only one way out of it. It is worth
     trying, at all events."
1360,japp,"——Does not ask for loans for himself or subscriptions for others,"
1361,watson,"I think it is time now that we took our friend Lestrade
     into our confidence. He has had his little smile at our expense, and
     perhaps we may do as much by him if my reading of this problem proves
     to be correct. Yes, yes; I think I see how we should approach it."
1362,watson,"In that case I shall come out to-morrow and talk it over with you. Good-bye, and, above all, do not fret until you know that you really
     have a cause for it."
1363,watson,"I have, at least, a well-polished, silver-plated coffee-pot in front
     of me,"
1364,watson,Holmes rose and tossed the end of his cigarette into the grate.
1365,watson,"Have you your stethoscope? Might I ask you--would you have the kindness? I have grave doubts as
     to my mitral valve, if you would be so very good. The aortic I may
     rely upon, but I should value your opinion upon the mitral."
1366,japp,"Now then, I think its all clear so far. Youre Miss Emily Brewster and this is Mr. Patrick Redfern, both staying at the Jolly Roger Hotel. You identify this lady as a fellow guest of yours at the hotel—the wife of a Captain Marshall?"
1367,watson,"The greatest and perhaps the wealthiest. I am aware, Mr. Holmes,
     that you take a very high line in professional matters, and that you
     are prepared to work for the works sake. I may tell you, however,
     that his Grace has already intimated that a cheque for five thousand
     pounds will be handed over to the person who can tell him where his
     son is, and another thousand to him who can name the man, or men, who
     have taken him."
1368,japp,"Excluding the waiters, boots, etc., whom I dont think likely, weve got the following. The American—Gardener, Major Barry, Mr. Horace Blatt, and the Reverend Stephen Lane."
1369,watson,"Gregory, let me recommend to your attention this singular epidemic
     among the sheep. Drive on, coachman!"
1370,watson,"We certainly owe Brother Mycroft a debt for
     having introduced us to what promises to be a really very remarkable
     case."
1371,watson,"Some fumes which are not poisonous would be a welcome change,"
1372,watson,"The little man obeyed in a half-stupefied fashion, and we heard him
     stumbling down the stairs in the dark."
1373,watson,"said this singular
     epistle. There was neither superscription nor signature. I laughed at
     the quaint message; but Holmes showed unwonted seriousness."
1374,watson,"You have
     saved us a long walk, which would have brought us back on our own
     traces. Let us follow the return track."
1375,japp,"I shouldnt put so much
stress on the footmarks if it wasnt for everything else."
1376,japp,"Man found an open window. Climbed in, saw
Mr. Ackroyd sitting there—maybe hed fallen asleep. Man stabbed him
from behind, then lost his nerve and made off. But hes left his tracks
pretty clearly. We ought to get hold of _him_ without much difficulty. No suspicious strangers been hanging about anywhere?"
1377,japp,"Youll remember what the American lady, Mrs. Gardener, said. She sort of hinted that Miss Darnley was sweet on Captain Marshall. Thered be a motive there, sir."
1378,japp,But it is not the wicked blackmailer who lies dead. It is the victim.
1379,japp,"Only found it this morning, sir. Not had time to report yet. There was no sign of the knife in his room—"
1380,watson,"Mortimer, James, M.R.C.S., 1882, Grimpen, Dartmoor, Devon. House-surgeon, from 1882 to 1884, at Charing Cross Hospital. Winner
     of the Jackson prize for Comparative Pathology, with essay entitled
     Is Disease a Reversion? Corresponding member of the Swedish
     Pathological Society. Do We Progress? Medical Officer for the parishes of Grimpen, Thorsley, and High
     Barrow."
1381,watson,"By the time that I got out into the grounds Sherlock Holmes was on
     the roof, and I could see him like an enormous glow-worm crawling
     very slowly along the ridge. I lost sight of him behind a stack of
     chimneys, but he presently reappeared, and then vanished once more
     upon the opposite side. When I made my way round there I found him
     seated at one of the corner eaves."
1382,japp,"You have a word in your language—slick. This crime seemed to me a very slick crime! It made me wonder if, perhaps, it was not a first attempt."
1383,watson,"It is no joke when a
     tall man has to take a foot off his stature for several hours on end. Now, my dear fellow, in the matter of these explanations we have, if
     I may ask for your co-operation, a hard and dangerous nights work in
     front of us. Perhaps it would be better if I gave you an account of
     the whole situation when that work is finished."
1384,japp,"If the Marshall womans death is the result of her getting mixed-up, innocently or otherwise, with the dope-running stunt, then wed better hand the whole thing over to Scotland Yard. Its their pigeon. Eh? What do you say?"
1385,hastings,He may have been. I cant really tell you anything about that.
1386,hastings,My wife receives threatening letters. She has reason to fear a certain person. Then she is—killed. And you ask me to believe that she is killed—not by that person—but by someone entirely different! I say that that is ridiculous.
1387,japp,"Were naturally anxious not to have to call in
Scotland Yard. Raglan seems very sure of himself, but Im not quite
certain that I agree with him. You see, I—er—know the parties concerned
better than he does. This fellow doesnt seem out after kudos, does he? Would work in with us unobtrusively, eh?"
1388,japp,That ought to help us considerably. Puts it within very narrow limits—less than an hour all told.
1389,japp,"Ill take this with me, M. Poirot. If you care to take a copy of it—"
1390,japp,"That, too, is my watchword. Method, order, and
the little gray cells."
1391,japp,"I admit everything; I was at my wits end for money. I never saw my
uncle that evening after he left the dinner-table. As to the money, you
can take what steps you please. Nothing could be worse than it is now!"
1392,japp,"I went to the address given me by Hartigan, but found that Cust had left the house about half an hour previously. He received a telephone message, Im told. First time such a thing had happened to him, so his landlady told me."
1393,japp,"Hes a wary bird,
I gather. A lot of abuse, but very little more."
1394,watson,"I feel a foil as
     quick and supple as my own. He got home upon me very prettily that
     time. So his name was Sherlock Holmes, was it?"
1395,watson,"Our investigation has been
     independent, and our action shall be so also. You would not denounce
     the man?"
1396,watson,"perhaps you would not be very
     gracious either, if, after all the trouble of wooing and wedding, you
     found yourself deprived in an instant of wife and of fortune. I think
     that we may judge Lord St. Simon very mercifully and thank our stars
     that we are never likely to find ourselves in the same position. Draw
     your chair up and hand me my violin, for the only problem we have
     still to solve is how to while away these bleak autumnal evenings."
1397,japp,"That is it—the blind street that leads nowhere. So it may be with
those fingerprints—they may lead you nowhere."
1398,japp,"The fool has given us ample warning. The 11th isnt till Wednesday of next week. That gives ample time for a publicity campaign in the press. Doncaster will be thoroughly warned. Every soul whose name begins with a D will be on his or her guard—thats so much to the good. Also, well draft police into the town on a fairly large scale. Thats already been arranged for by consent of all the Chief Constables in England. The whole of Doncaster, police and civilians, will be out to catch one man—and with reasonable luck, we ought to get him!"
1399,japp,"It may be that here
we have a very important clew."
1400,watson,"Once that warrant was made out nothing on earth would save him. Once
     or twice in my career I feel that I have done more real harm by my
     discovery of the criminal than ever he had done by his crime. I have
     learned caution now, and I had rather play tricks with the law of
     England than with my own conscience. Let us know a little more before
     we act."
1401,japp,"Its not much good looking for motives at this stage, Mr. Clarke,"
1402,japp,"She, too, was a most superior girl. Very quiet and ladylike. An
excellent worker."
1403,japp,"I know nothing about any money. If you think I took it, and that that
is why Mr. Ackroyd dismissed me, you are wrong."
1404,watson,"As he has himself said, it is no possible business of his."
1405,hastings,Can you tell me what arrangements I can make about the funeral?
1406,hastings,Linda? I dont know. I expect shes mooning round the island somewhere.
1407,japp,"Hercule Poirot says he knows the reason the man went there that
night,"
1408,hastings,"My fellows are good scouts at scouring the countryside and investigating Arab blood feuds, but frankly, Leidner, this business of your wifes seems to me rather out of my class. The whole thing looks confoundedly fishy. Im more than willing to have the fellow take a look at the case."
1409,japp,"You know, Monsieur Poirot, its a nasty business—a nasty business…I dont like it…."
1410,japp,"I see you dont let the grass grow under your feet, Mr. Poirot. It
will be a pleasure to work with you, Im sure. Were going to take that
young gentlemans fingerprints as soon as we can lay hands upon him."
1411,watson,"I had not even time to put on my hat. I must not stop, or my
     brother may miss me. I wanted to say to you how sorry I am about the
     stupid mistake I made in thinking that you were Sir Henry. Please
     forget the words I said, which have no application whatever to you."
1412,japp,"Youd quite got the wind up about it, hadnt you?"
1413,japp,for a defence to be offered at this stage? I thought prisoners always reserved their defence.
1414,japp,"As you say, Crome, pulling him in is only a matter of time."
1415,hastings,"What about her husband? Did he mind, do you think?"
1416,watson,"that I make a mistake in
     explaining. Omne ignotum pro magnifico, you know, and my poor
     little reputation, such as it is, will suffer shipwreck if I am so
     candid. Can you not find the advertisement, Mr. Wilson?"
1417,japp,"Yes. Hes an obstinate devil. And its difficult to see just where the flaw is. Supposing Strange is making a mistake and the man wasnt Cust—why on earth should he say his name is Cust? And the writing in the hotel register is his all right. You cant say hes an accomplice—homicidal lunatics dont have accomplices! Did the girl die later? The doctor was quite firm in his evidence, and anyway it would take some time for Cust to get out of the hotel at Eastbourne without being seen and get over to Bexhill—about fourteen miles away—"
1418,watson,"I am sure we are honoured by your presence and to show you all we
     know,"
1419,japp,"Mightnt have had time to go on with the letter just then,"
1420,japp,"Looked as though he wanted to conceal his
face. Sure it was no one you know?"
1421,watson,A masterpiece. You have never risen to a greater height.
1422,watson,"You think then, definitely, that Barker and Mrs. Douglas are guilty
     of the murder?"
1423,japp,"I think, sir, that we can wash out the first two entries. Mrs. Castle tells me that the Mastermans and the Cowans come here regularly every summer with their children. This morning they went off on an all-day excursion sailing, taking lunch with them. They left just after nine oclock. A man called Andrew Baston took them. We can check up from him, but I think we can put them right out of it."
1424,japp,"Lot of harm done by blurting out things at
the wrong time."
1425,japp,Yes. Oh! she didnt do it! She couldnt have done it—physically impossible as you said. Marshall could have done it—but apparently he didnt.
1426,japp,"I said to myself, let us examine past crimes of a similar kind and if there is a crime that closely resembles this one—eh bien, we shall have there a very valuable clue."
1427,watson,"I suppose it is pretty thick, now that you mention it."
1428,watson,"I think that if you knew all that I had in this
     box you would ask me to pull some out instead of putting others in."
1429,japp,"And you say she never left the beach this morning, M. Poirot?"
1430,watson,"The incident left a most unpleasant impression upon my mind. The
     violent and causeless excitement, followed by this brutality of
     speech, so far removed from his usual suavity, showed me how deep was
     the disorganization of his mind. Of all ruins, that of a noble mind
     is the most deplorable. I sat in silent dejection until the
     stipulated time had passed. He seemed to have been watching the clock
     as well as I, for it was hardly six before he began to talk with the
     same feverish animation as before."
1431,watson,"I should never have known you under that moustache, and I
     dare say you would not be prepared to swear to me. This I presume is
     your celebrated friend, Mr. Sherlock Holmes?"
1432,japp,"Yes, thats true, sir. We always come back to that, dont we?"
1433,watson,"said he, throwing them
     down again with a shrug of disappointment."
1434,japp,"Its going to be
an important piece of evidence in more ways than one."
1435,japp,"Naturally. But several different women have walked this way—and men
as well. Its a regular short cut to the house, you see. It would be
impossible to sort out all the footsteps. After all, its the ones on
the window-sill that are really important."
1436,watson,"Here on the moor we are homely
     folk and do not wait for formal introductions. You may possibly have
     heard my name from our mutual friend, Mortimer. I am Stapleton, of
     Merripit House."
1437,japp,"I may tell you, inspector, that weve formed an association of our own to deal with the matter. A legion of interested parties."
