number,character,quote
1282,hp,"You would go faster, would you not, on the Government steamer, which travels by night as well as day?"
1283,hp,"Unless, accidentally, she had become possessed of evidence showing his identity."
1284,hp,Afterwards it will be cleared and M. Poirot can conduct his examination of the passengers there. In the meantime I have ordered them to bring us three some food here.
1285,hp,"I shouldn’t put so much
stress on the footmarks if it wasn’t for everything else."
1286,sh,"No wonder that my inquiries among those villages led to nothing. The
     doctor has certainly played the game for all it is worth, and one
     would like to know the reason for such elaborate deception. This
     should be the village of Trumpington to the right of us. And, by
     Jove! here is the brougham coming round the corner. Quick, Watson,
     quick, or we are done!"
1287,sh,"Might we
     make the acquaintance of the baby?"
1288,hp,"in this matter I must
have the whole truth. What you tell us need never go beyond these four
walls. Dr. Sheppard will be discreet, and so shall I. See, I will help
you. This Charles Kent, he is your son, is he not?"
1289,hp,"I think there were. Is—is that
the object of your experiment?"
1290,hp,Can you tell me of any good that can be done without it? You’ve got to break down and destroy before you can build up.
1291,sh,"'There you have the whole truth of it. You can hang me, or do what
     you like with me, but you cannot punish me as I have been punished
     already. I cannot shut my eyes but I see those two faces staring at
     me--staring at me as they stared when my boat broke through the haze.
     I killed them quick, but they are killing me slow; and if I have
     another night of it I shall be either mad or dead before morning. You
     won't put me alone into a cell, sir?  For pity's sake don't, and may
     you be treated in your day of agony as you treat me now.'"
1292,mm,"One evening—in fact the very evening before the tragedy—I happened to go out on the terrace before dinner. The window in the drawing room was open. And as it chanced I saw Jerry Lorimer and Maud Wye. He was—well—kissing her. Of course I didn’t know whether it was just a sort of chance affair, or whether—well, I mean, one can’t tell. I knew Sir Ambrose never had really liked Jerry Lorimer—so perhaps he knew he was that kind of young man. But one thing I am sure of: that girl, Maud Wye, was really fond of him. You’d only to see her looking at him when she was off guard. And I think, too, they were really better suited than he and Sylvia were."
1293,mm,Not after the horrible revelations we have heard from you! The cosmopolitan world seems a mild and peaceful place compared with St. Mary Mead.
1294,hp,"This stranger hanging about, he may be important—he may not. At any rate he must be found. Let us continue our inquiry."
1295,sh,The hero of the Long Island cave mystery?
1296,mm,"I don’t suppose there can be any agony so great as what Clotilde has suffered all this time—ten years now—living in eternal sorrow. Living, you see, with the thing she had to live with. She had kept Verity, kept her there at The Old Manor House, in the garden, kept her there for ever. She didn’t realize at first what that meant. Her passionate longing for the girl to be alive again. I don’t think she ever suffered from remorse. I don’t think she had even that consolation. She just suffered—went on suffering year after year. And I know now what Elizabeth Temple meant. Better perhaps than she herself did. Love is a very terrible thing. It is alive to evil, it can be one of the most evil things there can be. And she had to live with that day after day, year after year. I think, you know, that Anthea was frightened of that. I think she knew more clearly the whole time what Clotilde had done and she thought that Clotilde knew that she knew. And she was afraid of what Clotilde might do. Clotilde gave that parcel to Anthea to post, the one with the pullover. She said things to me about Anthea, that she was mentally disturbed, that if she suffered from persecution or jealousy Anthea might do anything. I think—yes—that in the not so distant future—something might have happened to Anthea—an arranged suicide because of a guilty conscience—"
1297,mm,Malignant evil is like cancer—a malignant tumour. It brings suffering.
1298,sh,"She glanced at them, and then looked up at us with the set, rigid
     face of a desperate woman."
1299,hp,"Yes—that is it. There is the ornamental work on it—and the initials J.B. It is an article de luxe, a very feminine production, but it is none the less a lethal weapon."
1300,mm,"The personal element. Oh, yes, the personal element. Jane, my good child, do you realize that theft is theft, and you might have been sent to prison?"
1301,sh,"I think also that the probability is in favour of his being a
     country practitioner who does a great deal of his visiting on foot."
1302,mm,"I suppose you have been told what happened that night,"
1303,hp,"I should doubt that. She had steady nerves, radiant health, there were no marks of hypodermic injections (not that that proves anything. Some people sniff the stuff). No, I do not think she took drugs."
1304,hp,that I shall have to give my second solution. But do not abandon this one too abruptly. You may agree with it later.
1305,mm,"It would interest me. Yes, really interest me. Make a guess."
1306,sh,"And you'll probably find that your creditors will impound the
     banking account of Mr. Cornelius,"
1307,sh,"No gossiping! Go about your
     business! And you, what the devil do you want here?"
1308,mm,"You, dear Joan, did not know her at all. I did not know her at all. Raymond gathered an impression of her from one afternoon’s conversation. Lou knew her for two days."
1309,sh,"Mr. Gibson
     seems to have a nice loyal household. But the warning is a useful
     one, and now we can only wait till the man himself appears."
1310,hp,You think definitely that Blatt is the murderer?
1311,sh,"Her health, Mr. Holmes. She seems to be wasting away. And there's
     something terrible on her mind. 'Murder!' she cries. 'Murder!' And
     once I heard her: 'You cruel beast! You monster!' she cried. It was
     in the night, and it fair rang through the house and sent the shivers
     through me. So I went to her in the morning. 'Mrs. Ronder,' I says,
     'if you have anything that is troubling your soul, there's the
     clergy,' I says, 'and there's the police. Between them you should get
     some help.' 'For God's sake, not the police!' says she, 'and the
     clergy can't change what is past. And yet,' she says, 'it would ease
     my mind if someone knew the truth before I died.' 'Well,' says I, 'if
     you won't have the regulars, there is this detective man what we read
     about'--beggin' your pardon, Mr. Holmes. And she, she fair jumped at
     it. 'That's the man,' says she. 'I wonder I never thought of it
     before. Bring him here, Mrs. Merrilow, and if he won't come, tell him
     I am the wife of Ronder's wild beast show. Say that, and give him the
     name Abbas Parva. Here it is as she wrote it, Abbas Parva. 'That will
     bring him if he's the man I think he is.'"
1312,mm,"Although one never can be quite certain, can one?"
1313,mm,"I mean, dear, that you’re actually holding the money in your hand this minute."
1314,hp,"Me, I have been well amused. This
park is magnificent."
1315,sh,"There are certainly grave
     difficulties in the way,"
1316,mm,"Well, she says not. I can’t see anything much the matter with her. She says she’s got a sore throat, she feels she might have a temperature coming on. All nonsense, I think."
1317,hp,I do not employ people whom I do not trust.
1318,hp,How did you know? That’s just how I did feel.
1319,sh,"Yes, the lodge-keeper brought it up. You said that you wished to see
     me here to avoid scandal."
1320,mm,"You see, he really kept the money somewhere else—behind some volumes of sermons in the library, as a matter of fact. He said people never took a book of that kind out of the shelf!"
1321,mm,"I don’t of course know anything about it,"
1322,hp,"I can see nothing. It was an ant, perhaps?"
1323,hp,"Seemed kind of indeterminate to me. Your police, I gather, have got something up their sleeves."
1324,hp,"I told you once that I had a very simple mind. Always, from the beginning, it seemed to me that the most likely person had killed Arlena Marshall. And the most likely person was Patrick Redfern. He was the type, par excellence—the type of man who exploits women like her—and the type of the killer—the kind of man who will take a woman’s savings and cut her throat into the bargain. Who was Arlena going to meet that morning? By the evidence of her face, her smile, her manner, her words to me—Patrick Redfern. And therefore, in the very nature of things, it should be Patrick who killed her.

“But at once I came up, as I told you, against impossibility. Patrick Redfern could not have killed her since he was on the beach and in Miss Brewster’s company until the actual discovery of the body. So I looked about for other solutions—and there were several. She could have been killed by her husband—with Miss Darnley’s connivance. (They too had both lied as to one point which looked suspicious.) She could have been killed as a result of her having stumbled on the secret of the dope smuggling. She could have been killed, as I said, by a religious maniac, and she could have been killed by her stepdaughter. The latter seemed to me at one time to be the real solution. Linda’s manner in her very first interview with the police was significant. An interview that I had with her later assured me of one point. Linda considered herself guilty."
1325,mm,One cannot go through life without attracting certain risks if they are necessary.
1326,sh,"The faculty of deduction is certainly contagious, Watson,"
1327,sh,"that, interesting and indeed essential
     as these details are, my inquiries must go more to the root of
     things. What was the letter?"
1328,mm,"You are quite right, my dear. Yes, I cannot help still believing in two lovers who wished to get married, who were ready to take each other on for better, for worse, for richer or poorer, in sickness and in health. She loved him and she would have taken him for better or for worse. As far as she had gone, she took him for worse. It brought about her death."
1329,hp,"Either he paid out
that forty pounds sometime last evening, or else it has been stolen."
1330,sh,"most remarkable!
     I can hardly recall any case where the features have been more
     peculiar."
1331,mm,Mr. Rafiel always did things on a lavish scale.
1332,mm,"He did come here, but I was at a meeting at the Women’s Institute."
1333,sh,"William received a
     letter by the afternoon post yesterday. The envelope was destroyed by
     him."
1334,mm,Please do not think that I am unduly curious. It’s not idle curiosity that is driving me. I too am on—not a pilgrimage—but what I should call a mission. I too want to know why Michael Rafiel and Verity Hunt did not marry.
1335,sh,I believe that you are the devil himself!
1336,mm,"I’m quite sure she wasn’t his sister. They were horrid—both of them. They came to the vicarage to get his things and to find out if he’d said anything before he died. When I said he hadn’t I saw it in their faces—relief. I think myself,"
1337,sh,"lies, of course, in that untimely
     love affair which gave our impetuous professor the idea that he could
     only gain his wish by turning himself into a younger man. When one
     tries to rise above Nature one is liable to fall below it. The
     highest type of man may revert to the animal if he leaves the
     straight road of destiny."
1338,sh,"The word RACHE, written in letters of blood,"
1339,mm,"which was quite untrue. But post offices are careful. And, you see, I wanted to find out where it had been sent."
1340,sh,"Plain enough, but what's at the back of it? Raising the price on me,
     or afraid to tackle it, or what? I've a right to a plain answer."
1341,hp,"Yes, it all sounds practicable enough. Now these dope organizations are pretty ruthless. If any one blundered in and got wise to things they wouldn’t make any bones about silencing that person. It seems to me that that is the right explanation of Arlena Marshall’s death. It’s possible that on that morning Blatt was actually at the cove stowing the stuff away. His accomplices were to come for it that very day. Arlena arrives on her float and sees him going into the cave with the box. She asks him about it and he kills her then and there and sheers off in his boat as quick as possible."
1342,sh,"The man whom I found myself facing was a well built,
     fresh-complexioned young fellow, with a frank, honest face and a
     slight, crisp, yellow mustache. He wore a very shiny top hat and a
     neat suit of sober black, which made him look what he was--a smart
     young City man, of the class who have been labeled cockneys, but who
     give us our crack volunteer regiments, and who turn out more fine
     athletes and sportsmen than any body of men in these islands. His
     round, ruddy face was naturally full of cheeriness, but the corners
     of his mouth seemed to me to be pulled down in a half-comical
     distress. It was not, however, until we were all in a first-class
     carriage and well started upon our journey to Birmingham that I was
     able to learn what the trouble was which had driven him to Sherlock
     Holmes."
1343,sh,"Our visitor again passed his hand over his forehead, as if he found
     it bitterly hard. From every gesture and expression I could see that
     he was a reserved, self-contained man, with a dash of pride in his
     nature, more likely to hide his wounds than to expose them. Then
     suddenly, with a fierce gesture of his closed hand, like one who
     throws reserve to the winds, he began."
1344,hp,"But you forget one thing, Mademoiselle. A man bent on murder could not risk coming in broad daylight across the causeway and past the hotel. Someone might have seen him."
1345,sh,"Yes,
     the actual facts are very plain, and I shall be surprised if by the
     afternoon I cannot give you the reasons for them as well. I will take
     this photograph of Blessington, which I see upon the mantelpiece, as
     it may help me in my inquiries."
1346,mm,"because Mrs. Pritchard might have recognized her in spite of the disguise—though of course if she had, the nurse could have pretended it was a joke."
1347,mm,"You put it very clearly but you have not given me any information about yourself yet on which to judge. You were a friend, I presume, of the late Mr. Rafiel?"
1348,hp,Unless our murderer figured to himself that he had not accomplished his job properly and came back to make quite sure; but that is manifestly absurd! Anything else?
1349,mm,"Oh yes, but this was arranged before his death. He mentioned that he was in ill health but wanted to provide a treat for a very old friend of his who had not had the opportunity of travelling as much as she could have wished."
1350,mm,How clever of you. And I never thought of poor Mrs. Pebmarsh.
1351,sh,"Who are you, and how do you get my name so pat?"
1352,hp,is how the man got into your compartment if the communicating door was bolted as you say. You are sure that it was bolted?
1353,mm,I was just wondering why the word Honesty in Dr. Rosen’s letter was spelt with a capital H.
1354,mm,I don’t think I should have enjoyed much more of it.
1355,hp,"It wasn’t enough for her to have her husband adore her. She had to make a fool of that long-legged shambling idiot of a Mercado. Then she got hold of Bill. Bill’s a sensible cove, but she was getting him all mazed and bewildered. Carl Reiter she just amused herself by tormenting. It was easy. He’s a sensitive boy. And she had a jolly good go at David.

“David was better sport to her because he put up a fight. He felt her charm—but he wasn’t having any. I think because he’d got sense enough to know that she didn’t really care a damn. And that’s why I hate her so. She’s not sensual. She doesn’t want affairs. It’s just cold-blooded experiment on her part and the fun of stirring people up and setting them against each other. She dabbled in that too. She’s the sort of woman who’s never had a row with anyone in her life—but rows always happen where she is! She makes them happen. She’s a kind of female Iago. She must have drama. But she doesn’t want to be involved herself. She’s always outside pulling strings—looking on—enjoying it. Oh, do you see at all what I mean?"
1356,sh,Have you an order to see him in prison?
1357,sh,"Oh, indeed! You seem to have done the thing very completely. I must
     compliment you."
1358,mm,"That’s the one you met abroad, in the West Indies, isn’t it? You showed me his photo in your album."
1359,sh,"I trust that I am not intruding. I fear that I have brought
     some traces of the storm and rain into your snug chamber."
1360,sh,"perhaps you would not
     care for him as a constant companion."
1361,sh,"Now would you mind going down and
     fetching that poor little devil of a terrier which has been bad so
     long, and which the landlady wanted you to put out of its pain
     yesterday."
1362,sh,"perhaps you would not be very
     gracious either, if, after all the trouble of wooing and wedding, you
     found yourself deprived in an instant of wife and of fortune. I think
     that we may judge Lord St. Simon very mercifully and thank our stars
     that we are never likely to find ourselves in the same position. Draw
     your chair up and hand me my violin, for the only problem we have
     still to solve is how to while away these bleak autumnal evenings."
1363,mm,I dare say it has nothing to do with the murder. But it is a Peculiar Thing. And just at present we all feel we must take notice of Peculiar Things.
1364,hp,And you? Is it not that you are on holiday also?
1365,sh,"The little man stood glancing from one to the other of us with
     half-frightened, half-hopeful eyes, as one who is not sure whether he
     is on the verge of a windfall or of a catastrophe. Then he stepped
     into the cab, and in half an hour we were back in the sitting-room at
     Baker Street. Nothing had been said during our drive, but the high,
     thin breathing of our new companion, and the claspings and
     unclaspings of his hands, spoke of the nervous tension within him."
1366,hp,"Take a seat, will you not? What
I have to say may take some time."
1367,mm,"After all, if you’re going to do what may result in murder, you’d have to be rather capable so as to manage not to be seen or anything."
1368,sh,"He opened his bag, and
     at last we saw placed upon our table a complete specimen of that bust
     which we had already seen more than once in fragments.

     Holmes took a paper from his pocket and laid a ten-pound note upon
     the table."
1369,sh,"Bad! Stand clear, Watson! Not an unnecessary
     footstep! What do I read here? He fell wounded, he stood up, he
     remounted, he proceeded. But there is no other track. Cattle on this
     side path. He was surely not gored by a bull? Impossible! But I see
     no traces of anyone else. We must push on, Watson. Surely with stains
     as well as the track to guide us he cannot escape us now."
1370,sh,"'Why,' says he, 'here's another vacancy on the League of the
     Red-headed Men. It's worth quite a little fortune to any man who gets
     it, and I understand that there are more vacancies than there are
     men, so that the trustees are at their wits' end what to do with the
     money. If my hair would only change colour, here's a nice little crib
     all ready for me to step into.'"
1371,mm,"You must admit that it all fits in,"
1372,hp,Cette pauvre Madame Doyle. Lying there so peacefully…with the little hole in her head. You remember how she looked?
1373,sh,"You might start a paper on those lines. Call it the 'Police
     News of the Past.'"
1374,sh,"was the message, and the place of origin,
     Baden."
1375,sh,"That McCarthy senior met his death from McCarthy junior and that all
     theories to the contrary are the merest moonshine."
1376,hp,And most conveniently she leaves her handkerchief behind!
1377,hp,I hope he’s not too angry with that poor child.
1378,mm,I do not think so at present. I expect you have various enquiries of your own that you wish to put in hand.
1379,sh,"But tell me, Baynes, who is this man Henderson?"
1380,sh,"Your three birds are all in their nests,"
1381,mm,"At twelve twenty-nine we received a telephone call from Mrs. Cresswell, housekeeper to Miss Greenshaw, stating that her mistress had been shot. Sergeant Cayley and myself went out there at once in a car and arrived at the house at twelve thirty-five. We found Miss Greenshaw dead and the two ladies locked in their rooms."
1382,hp,"Well, not the sort of thing that you would mean, sir."
1383,hp,"I’ve got a perfectly good explanation for what—I admit—looks a bit fishy. As a matter of fact, the day before I had slipped a jolly fine cylinder seal into my coat pocket instead of putting it in the antika room—forgot all about it. And then I discovered I’d been and lost it out of my pocket—dropped it somewhere. I didn’t want to get into a row about it so I decided I’d have a jolly good search on the quiet. I was pretty sure I’d dropped it on the way to or from the dig. I rushed over my business in Hassanieh. Sent a walad to do some of the shopping and got back early. I stuck the bus where it wouldn’t show and had a jolly good hunt for over an hour. And didn’t find the damned thing at that! Then I got into the bus and drove on to the house. Naturally, everyone thought I’d just got back."
1384,hp,It is the nest of the horse that I put my nose into there.
1385,hp,Yes—yes…And very chivalrous. Men are so foolish that way. Even Car—
1386,mm,The kind of man who gets the wrong idea into his head and is obstinate about it. Do you remember Joe Bucknell who used to keep the Blue Boar? Such a to-do about his daughter carrying on with young Bailey. And all the time it was that minx of a wife of his.
1387,hp,"But my sister-in-law got it into her head to be—well—jealous, I suppose. Not that she ever showed anything. But after Car’s death, when there was a question of Miss Grey staying on—well, Charlotte cut up rough. Of course, it’s partly the illness and the morphia and all that—Nurse Capstick says so—she says we mustn’t blame Charlotte for getting these ideas into her head—"
1388,sh,"Excellent. You carried the thing out very well. Did you observe
     where the bullet went?"
1389,hp,"But I understand nothing—but nothing of all this! The enemy that this Ratchett spoke of, he was then on the train after all? But where is he now? How can he have vanished into thin air? My head, it whirls. Say something, then, my friend, I implore you. Show me how the impossible can be possible!"
1390,mm,"Oh no. There’s never been anything. She gets nervous fits of temper sometimes and she takes rather sudden dislikes to people. She’s very jealous, you know, over things. Very jealous of a lot of—well, fuss being made over different people. I don’t know. Sometimes I think we’d better sell this house and leave it altogether."
1391,sh,"now for the
     box wrapper. Brown paper, with a distinct smell of coffee. What, did
     you not observe it? I think there can be no doubt of it. Address
     printed in rather straggling characters: 'Miss S. Cushing, Cross
     Street, Croydon.' Done with a broad-pointed pen, probably a J, and
     with very inferior ink. The word 'Croydon' has been originally
     spelled with an 'i', which has been changed to 'y'. The parcel was
     directed, then, by a man--the printing is distinctly masculine--of
     limited education and unacquainted with the town of Croydon. So far,
     so good! The box is a yellow, half-pound honeydew box, with nothing
     distinctive save two thumb marks at the left bottom corner. It is
     filled with rough salt of the quality used for preserving hides and
     other of the coarser commercial purposes. And embedded in it are
     these very singular enclosures."
1392,sh,"I am so glad that you have come. I have driven down to
     tell you so. I know that James didn't do it. I know it, and I want
     you to start upon your work knowing it, too. Never let yourself doubt
     upon that point. We have known each other since we were little
     children, and I know his faults as no one else does; but he is too
     tender-hearted to hurt a fly. Such a charge is absurd to anyone who
     really knows him."
1393,hp,"And, as I say, sailing round this coast is good fun. Hullo, Redfern, have one with me? What’ll you have? Dry Martini? Right. What about you, M. Poirot?"
1394,hp,You know perfectly. I am not so foolish as to argue with an infatuated man. I utter only the word of caution.
1395,hp,"Went out just on nine o’clock last night. Was seen in neighborhood of
Fernly Park somewhere about nine-thirty. Not been seen since. Believed
to be in serious money difficulties. I’ve got a pair of his shoes
here—shoes with rubber studs in them. He had two pairs, almost exactly
alike. I’m going up now to compare them with those footmarks. The
constable is up there seeing that no one tampers with them."
1396,mm,Girls are so silly. Always falling in love.
1397,sh,"These few inquiries proved, however, to be a more lengthy proceeding
     than Holmes had imagined, for he did not return to the inn until
     nearly nine o'clock. He was pale and dejected, stained with dust, and
     exhausted with hunger and fatigue. A cold supper was ready upon the
     table, and when his needs were satisfied and his pipe alight he was
     ready to take that half comic and wholly philosophic view which was
     natural to him when his affairs were going awry. The sound of
     carriage wheels caused him to rise and glance out of the window. A
     brougham and pair of greys under the glare of a gas-lamp stood before
     the doctor's door."
1398,hp,"Now we begin to arrive. Let us, I pray you, be very precise. Describe to me exactly what happened."
1399,mm,"I suppose, ma’am, there isn’t anything you could do about it? Gladdie’s in ever such a taking."
1400,hp,The three sleeping car attendants are coming in. Will you be so kind as to tell me which is the one you met last night as you were going with the rug to the Princess?
1401,mm,Did a bunk to Liverpool. The accident scared her. Thought she’d wait there for her boat.
1402,sh,"Who are these two men Mr. Blessington, and
     why do they wish to molest you?"
1403,hp,Very bad. In the Balkans there is much snow.
1404,hp,"Of course. He could move in two directions on one plane, but he could go at right angles to that plane too. That is, he couldn’t go up very well, but he could go down."
1405,mm,I must go home. Such late hours! But we’ve had a very entertaining evening. Most unusually so. I think Miss Helier’s story wins the prize. Don’t you agree?
1406,sh,"Dr.
     Mortimer, I think you could not do better than to tell your story as
     you told it to us."
1407,hp,"A great natural ingenuity, and an apparently remorseless determination to mislead justice."
1408,sh,"I have had several opponents to whom that flattering term has been
     applied,"
1409,sh,"A man was striding up the path which led to the door. He was a tall,
     handsome, swarthy fellow, clad in a suit of grey flannel, with a
     Panama hat, a bristling black beard, and a great, aggressive hooked
     nose, and flourishing a cane as he walked. He swaggered up the path
     as if the place belonged to him, and we heard his loud, confident
     peal at the bell."
1410,hp,"Yes, I will do that. But it is my opinion that I shall not be able to accomplish anything."
1411,sh,"He remarks
     that, while the individual man is an insoluble puzzle, in the
     aggregate he becomes a mathematical certainty. You can, for example,
     never foretell what any one man will do, but you can say with
     precision what an average number will be up to. Individuals vary, but
     percentages remain constant. So says the statistician. But do I see a
     handkerchief? Surely there is a white flutter over yonder."
1412,mm,"Everybody is very much alike, really. But fortunately, perhaps, they don’t realize it."
1413,mm,"I’m going to spend it, you know. I’m going to have some fun with it."
1414,sh,"Let us continue our reconstruction. He meets his death five miles
     from the school--not by a bullet, mark you, which even a lad might
     conceivably discharge, but by a savage blow dealt by a vigorous arm.
     The lad, then, had a companion in his flight. And the flight was a
     swift one, since it took five miles before an expert cyclist could
     overtake them. Yet we survey the ground round the scene of the
     tragedy. What do we find? A few cattle tracks, nothing more. I took a
     wide sweep round, and there is no path within fifty yards. Another
     cyclist could have had nothing to do with the actual murder. Nor were
     there any human footmarks."
1415,mm,I believe I could be ruthless if there was due cause.
1416,hp,Did you meet anyone on your way here?
1417,sh,"I tell you, man, that I haven't got one. I'll let you have two
     horses as far as the Hall."
1418,sh,"Well, Watson, what do you make of this?"
1419,sh,"Yes. We had occasion some months ago to strengthen our resources and
     borrowed for that purpose 30,000 napoleons from the Bank of France.
     It has become known that we have never had occasion to unpack the
     money, and that it is still lying in our cellar. The crate upon which
     I sit contains 2,000 napoleons packed between layers of lead foil.
     Our reserve of bullion is much larger at present than is usually kept
     in a single branch office, and the directors have had misgivings upon
     the subject."
1420,sh,"There was no wind that night, I understand,"
1421,hp,"Never mind what I mean. You do not know what I mean. It is true, then, that you have said to yourself or to a colleague today, ‘that is funny!’?"
1422,hp,"If there’s anything up there it would have to be deliberately put there. Still, we’d better have a look."
1423,mm,"You may not believe it, but my answer to that is, ‘Not really.’"
1424,hp,"It had burned very low, sir. It was almost out."
1425,sh,"That is the problem which we have to solve,"
1426,mm,"Oh, do forgive me, Miss Marple, but really, do you know, I shouldn’t drink that if I were you. Coffee, I mean, at this time of night. You won’t sleep properly."
1427,mm,"meeting again so soon—such a small world, isn’t it?"
1428,sh,"Our visitor staggered to his feet and clutched the mantelpiece with
     his right hand. Holmes unlocked his strong-box and held up the blue
     carbuncle, which shone out like a star, with a cold, brilliant,
     many-pointed radiance. Ryder stood glaring with a drawn face,
     uncertain whether to claim or to disown it."
1429,mm,"Good afternoon, Miss Marple, what can I do for you?"
1430,hp,That’s right. Between a quarter to ten and ten o’clock.
1431,sh,"Women are never to be
     entirely trusted,--not the best of them."
1432,hp,"Oh! I wouldn’t like to think so. He’s such a nice gentleman, Captain Marshall. He couldn’t do a thing like that—I’m sure he couldn’t."
1433,sh,"About nine o'clock the light among the trees was extinguished, and
     all was dark in the direction of the Manor House. Two hours passed
     slowly away, and then, suddenly, just at the stroke of eleven, a
     single bright light shone out right in front of us."
1434,sh,"Well, Watson, we have come
     on a good many facts, some of them new ones, and yet I seem some way
     from my conclusion. In spite of the very evident dislike which Mr.
     Bates has to his employer, I gather from him that when the alarm came
     he was undoubtedly in his library. Dinner was over at 8.30 and all
     was normal up to then. It is true that the alarm was somewhat late in
     the evening, but the tragedy certainly occurred about the hour named
     in the note. There is no evidence at all that Mr. Gibson had been out
     of doors since his return from town at five o'clock. On the other
     hand, Miss Dunbar, as I understand it, admits that she had made an
     appointment to meet Mrs. Gibson at the bridge. Beyond this she would
     say nothing, as her lawyer had advised her to reserve her defence. We
     have several very vital questions to ask that young lady, and my mind
     will not be easy until we have seen her. I must confess that the case
     would seem to me to be very black against her if it were not for one
     thing."
1435,mm,"You see the point? The pen was filled with what is commonly known as Evanescent Ink—a solution of starch in water to which a few drops of iodine has been added. This makes a deep blue-black fluid, but the writing disappears entirely in four or five days."
1436,hp,"What did nurse think of her? Women are said to sum up other women quickly enough, and a nurse has a wide experience of types."
1437,mm,"You see, I don’t really know what I ought to do. I can’t ask Julian because—well, I mean, Julian’s so full of rectitude. . . ."
1438,mm,"I take a great interest in all the local news,"
1439,sh,"This détour has been entirely for our benefit, then?"
1440,hp,"I must now describe to you certain things I found in your daughter’s room after the murder. In the grate was a large blob of melted wax, some burnt hair, fragments of cardboard and paper and an ordinary household pin. The paper and the cardboard might not be relevant, but the other three things were suggestive—particularly when I found tucked away in the bookshelf a volume from the local library here dealing with witchcraft and magic. It opened very easily at a certain page. On that page were described various methods of causing death by moulding in was a figure supposed to represent the victim. This was then slowly roasted till it melted away—or alternatively you would pierce the wax figure to the heart with a pin. Death of the victim would ensue. I later heard from Mrs. Redfern that Linda Marshall had been out early that morning and had bought a packet of candles, and had seemed embarrassed when her purchase was revealed. I had no doubt what had happened after that. Linda had made a crude figure of the candle wax—possibly adorning it with a snip of Arlena’s red hair to give the magic force—had then stabbed it to the heart with a pin and finally melted the figure away by lighting strips of cardboard under it.

“It was crude, childish, superstitious, but it revealed one thing: the desire to kill.

“Was there any possibility that there had been more than a desire? Could Linda Marshall have actually killed her stepmother?

“At first sight it seemed as though she had a perfect alibi—but in actuality, as I have just pointed out, the time evidence was supplied by Linda herself. She could easily have declared the time to be a quarter of an hour later than it really was.

“It was quite possible once Mrs. Redfern had left the beach for Linda to follow her up and then strike across the narrow neck of land to the ladder, hurry down it, meet her stepmother there, strangle her and return up the ladder before the boat containing Miss Brewster and Patrick Redfern came in sight. She could then return to Gull Cove, take her bathe and return to the hotel at her leisure.

“But that entailed two things. She must have definite knowledge that Arlena Marshall would be at Pixy Cove and she must be physically capable of the deed.

“Well, the first was quite possible—if Linda Marshall had written a note to Arlena herself in someone else’s name. As to the second, Linda has very large strong hands. They are as large as a man’s. As to the strength, she is at the age when one is prone to be mentally unbalanced. Mental derangement often is accompanied by unusual strength. There was one other small point. Linda Marshall’s mother had actually been accused and tried for murder."
1441,mm,"Such a to-do, is it not? And Mr. Dennis thinks he knows who committed the crime. Well, I suppose we all think we know."
1442,sh,"Well, it is not for me to judge you,"
1443,sh,"A low moan had fallen upon our ears. There it was again upon our
     left! On that side a ridge of rocks ended in a sheer cliff which
     overlooked a stone-strewn slope. On its jagged face was spread-eagled
     some dark, irregular object. As we ran towards it the vague outline
     hardened into a definite shape. It was a prostrate man face downward
     upon the ground, the head doubled under him at a horrible angle, the
     shoulders rounded and the body hunched together as if in the act of
     throwing a somersault. So grotesque was the attitude that I could not
     for the instant realize that that moan had been the passing of his
     soul. Not a whisper, not a rustle, rose now from the dark figure over
     which we stooped. Holmes laid his hand upon him, and held it up
     again, with an exclamation of horror. The gleam of the match which he
     struck shone upon his clotted fingers and upon the ghastly pool which
     widened slowly from the crushed skull of the victim. And it shone
     upon something else which turned our hearts sick and faint within
     us--the body of Sir Henry Baskerville!

     There was no chance of either of us forgetting that peculiar ruddy
     tweed suit--the very one which he had worn on the first morning that
     we had seen him in Baker Street. We caught the one clear glimpse of
     it, and then the match flickered and went out, even as the hope had
     gone out of our souls. Holmes groaned, and his face glimmered white
     through the darkness."
1444,hp,"Some of the time I love a brunette,

Some of the time I love a blonde

(Who comes from Eden by way of Sweden).



“What could be more revealing? Mais je crois que la blonde l’emporte sur la brunette!"
1445,hp,I’ll be quiet. But I must leave this place. Joseph and I can go in and sleep at the Rest House.
1446,mm,"Oh, yes, ma’am. She’s always one for a change, Gladdie is. She never seems to get really settled, if you know what I mean. But she’s always been the one to give the notice, you see!"
1447,sh,"Again the agonized cry swept through the silent night, louder and
     much nearer than ever. And a new sound mingled with it, a deep,
     muttered rumble, musical and yet menacing, rising and falling like
     the low, constant murmur of the sea."
1448,sh,"that if the matter is beyond humanity it is
     certainly beyond me. Yet we must exhaust all natural explanations
     before we fall back upon such a theory as this. As to yourself, Mr.
     Tregennis, I take it you were divided in some way from your family,
     since they lived together and you had rooms apart?"
1449,mm,"No idea whatever. No more have they. It might be one of our fellow travellers, someone who went for a stroll that afternoon. It might be someone completely unknown who knew that the coach was making a halt here and chose this place to make an attack on one of the passengers. Some youthful lover of violence for violence’s sake. Or it might have been an enemy."
1450,hp,"I think you are. I fancy you were
born in Kent."
