number,character,quote
515,hp,"I have been worried over the why of this case. Hastings said to me the other day that the case was ended. I replied to him that the case was the man! The mystery was not the mystery of the murders, but the mystery of A B C. Why did he find it necessary to commit these murders? Why did he select me as his adversary?

“It is no answer to say that the man was mentally unhinged. To say a man does mad things because he is mad is merely unintelligent and stupid. A madman is as logical and reasoned in his actions as a sane man—given his peculiar biased point of view. For example, if a man insists on going out and squatting about in nothing but a loin cloth his conduct seems eccentric in the extreme. But once you know that the man himself is firmly convinced that he is Mahatma Gandhi, then his conduct becomes perfectly reasonable and logical.

“What was necessary in this case was to imagine a mind so constituted that it was logical and reasonable to commit four or more murders and to announce them beforehand by letters written to Hercule Poirot.

“My friend Hastings will tell you that from the moment I received the first letter I was upset and disturbed. It seemed to me at once that there was something very wrong about the letter."
516,mm,"That’s what he wants you to think. Oh, he’s very clever! Keeping the letter and using it this way was very clever indeed."
517,mm,somewhere about 1800 or 1798. He died young. A pity. He had great genius.
518,sh,"He was a
     devil and a monster, and there can be no judge in the world who would
     punish my husband for having killed him."
519,mm,Fancy her turning up. I thought she’d died a long time ago.
520,hp,"Well, I don’t get much chance of noticing, and that’s a fact. The evening’s our busy time and there’s always a fair few passing along and getting home after their work. A tall, fair man with a beard—no, I can’t say I saw anyone of that description anywhere about."
521,sh,"You are right, Mr. Holmes. I never gave a thought to my toilet. I
     was only too glad to get out of such a house. But I have been running
     round making inquiries before I came to you. I went to the house
     agents, you know, and they said that Mr. Garcia's rent was paid up
     all right and that everything was in order at Wisteria Lodge."
522,mm,I think I can understand that it must be very sad for you living here with the memory of the past.
523,mm,"I see. And—you didn’t hear a shot, Miss Marple?"
524,hp,"If there’s anything up there it would have to be deliberately put there. Still, we’d better have a look."
525,mm,"Horrible! And you couldn’t do that to anyone you loved even if you had to kill ‘for love,’ could you? If he’d killed her, he couldn’t have done it that way. Strangling—perhaps, but you wouldn’t beat in the face and the head that you loved."
526,hp,"There was nothing, Monsieur. Nothing, I am positive of it."
527,hp,"But, my friend, according to your theory, Arlena Marshall had broken with this mythical man. Why, then, should she take such trouble and pains to meet him?"
528,sh,"Your cipher was not difficult, madam. Your presence here was
     desirable. I knew that I had only to flash 'Vieni' and you would
     surely come."
529,mm,"spoke to me about you at some length, Miss Marple. He suggested that I should be on this tour with you. I should in due course almost certainly make your acquaintance, since members in a tour inevitably do make each other’s acquaintance, though it usually takes a day or two for them to split up, as it were, into possible groupings led by similar tastes or interests. And he further suggested to me that I should, shall we say, keep an eye on you."
530,hp,That’s right. Between a quarter to ten and ten o’clock.
531,sh,"It sounds incredible, for I have not, as far as I know, an enemy in
     the world. Yet from last night's experience I can come to no other
     conclusion."
532,mm,"but he did come to the Golden Boar and he came and spoke to me there. I gather he had been to the hospital and was enquiring about poor Miss Temple’s death. He wondered if Miss Temple had sent any message to him. I gather she was thinking of paying him a visit. But of course I told him that although I did go there in case I could do anything there was nothing that could be done except sit by poor Miss Temple’s bed. She was unconscious, you know. I could have done nothing to help her."
533,sh,"He mounted the steps, and, seizing a rafter with either hand, he
     swung himself up into the garret. Then, lying on his face, he reached
     down for the lamp and held it while I followed him.

     The chamber in which we found ourselves was about ten feet one way
     and six the other. The floor was formed by the rafters, with thin
     lath-and-plaster between, so that in walking one had to step from
     beam to beam. The roof ran up to an apex, and was evidently the inner
     shell of the true roof of the house. There was no furniture of any
     sort, and the accumulated dust of years lay thick upon the floor."
534,hp,"Obstinate as a mule he is. I had a chat with Hayes at Liverpool over
the wire this morning."
535,mm,I know that that was where Mr. Rafiel met you and where—shall I say—you two collaborated.
536,mm,He never spoke of him or said anything?
537,mm,"That is not a satisfying answer because still she would have let me know. She would not have left me waiting to join them together in holy matrimony. To put the most ridiculous side of it, she was a girl with beautiful manners, well brought up. She would have sent word. No. I’m afraid that only one thing could have happened."
538,sh,"You are ready enough to use all the information that the police can
     lay at your disposal, and then you try to finish the case yourself
     and bring discredit on them."
539,hp,"He is known to have been alive at about twenty minutes to one, when he spoke to the conductor,"
540,sh,"I began to understand what my friend meant when he said that his
     brother possessed even keener faculties that he did himself.  He
     glanced across at me and smiled.  Mycroft took snuff from a
     tortoise-shell box, and brushed away the wandering grains from his
     coat front with a large, red silk handkerchief."
541,hp,Would you mind all clearing off? We want to bring out the body.
542,sh,"You must remember
     that we are dealing with a burglar who is a very peculiar fellow, and
     who appears to work on lines of his own. Look, for example, at the
     queer lot of things which he took from Acton's--what was it?--a ball
     of string, a letter-weight, and I don't know what other odds and
     ends."
543,hp,I don’t know at all. Which of them was it?
544,hp,"what the papers the girl
disarranged could have been for Ackroyd to have got into such a state
about them? I wonder if there is any clew there to the mystery."
545,hp,"I—I wanted her dead—and she is dead…And, what is worse…she died—just like I said."
546,hp,"I don’t even know if I’ve summed her up correctly. She wasn’t easy to read. She’d do a devilish thing one day, and a really fine one the next. But I think you’re about right when you say that she’s the hub of the case. That’s what she always wanted to be—at the centre of things. And she liked to get at other people—I mean, she wasn’t just satisfied with being passed the toast and the peanut butter, she wanted you to turn your mind and soul inside out for her to look at it."
547,mm,"because, you know, it was poor Miss Temple who said it. I went to see her, you know, yesterday afternoon. Professor Wanstead took me. He seemed to think that I might be able to—to—I don’t know if it’s the proper word—to rouse her, in some way. She was in a coma and they thought—not that I was a friend of hers at any time, but we had chatted together on the tour and we often sat beside each other, as you know, on some of the days and we had talked. And he thought perhaps I might be of some use. I’m afraid I wasn’t though. Not at all. I just sat there and waited and then she did say one or two words, but they didn’t seem to mean anything. But finally, just when it was time for me to go, she did open her eyes and looked at me—I don’t know if she was mistaking me for someone—but she did say that word. Verity! And, well of course it stuck in my mind, especially with her passing away yesterday evening. It must have been someone or something that she had in her mind. But of course it might just mean—well, of course it might just mean Truth. That’s what verity means, doesn’t it?"
548,mm,"It’s been awfully good of you to come down as you have and try to help us. Sorry it’s been all a washout. Feel we trespassed a lot on your time. However—I’ll get the car out, and you’ll be able to catch the three thirty—"
549,sh,"Our friend of yesterday, looking very pale and ill, had entered the
     room, leaning upon a little maidservant."
550,mm,"I want you to make enquiries there about a parcel which was sent from here two days ago, posted from this post office."
551,mm,"I can’t say that I noticed them particularly,"
552,hp,"See you, when I know that any one is hiding things from me,
I suspect that the thing hidden may be something very bad indeed. You
have done well."
553,sh,"I am afraid, Watson, that I shall have to go,"
554,mm,"One of the better ones, I believe. They do a lot of good. You send them clothes,"
555,hp,"when you broke down the door with Dr.
Sheppard last night, and found your master dead, what was the state of
the fire?"
556,sh,"You can see that it was a very
     short-bladed scissors, since the cutter had to take two snips over
     'keep away.'"
557,mm,I believe he was a very noted financier.
558,hp,I know a bit too much about her.
559,sh,"It seems a singularly useless thing to steal,"
560,sh,"That will do, Mr. Wilson. I shall be happy to give you an opinion
     upon the subject in the course of a day or two. To-day is Saturday,
     and I hope that by Monday we may come to a conclusion."
561,mm,"You remember the line was out of order,"
562,hp,I am Nurse Capstick. I got Mr. Clarke’s letter saying you were coming.
563,mm,"Oh yes, in one of the new houses,"
564,sh,"A most illuminating remark. It is impossible
     as I state it, and therefore I must in some respect have stated it
     wrong. Yet you saw for yourself. Can you suggest any fallacy?"
565,mm,"You’re so fond of your joke, Sir Henry. The shrimps are only nonsense; but now I come to think of it, I do remember one incident—at least not exactly an incident, something very much more serious—a tragedy. And I was, in a way, mixed up in it; and for what I did, I have never had any regrets—no, no regrets at all. But it didn’t happen in St. Mary Mead."
566,sh,"that you will play
     for a higher stake to-night than you have ever done yet, and that the
     play will be more exciting. For you, Mr. Merryweather, the stake will
     be some £30,000; and for you, Jones, it will be the man upon whom you
     wish to lay your hands."
567,mm,"I didn’t mean that. I mean, there seems to be in you, or so I feel it, a very strong belief that those two loved each other, that they meant to marry, but that something happened that prevented it. Something that ended in her death, but you still really believe that they were coming to you to get married that day?"
568,mm,"Yes. Yes, indeed I did. It was about a month ago now, wasn’t it? I was so sorry. Very distressed really, although, well, I suppose one knew—he almost admitted it himself, didn’t he? He hinted several times that it wouldn’t be very long. I think he was quite a brave man about it all, don’t you?"
569,sh,"Do all your successes depend upon this
     prodigious power of bluff?"
570,mm,You really want that money put into your current account?
571,mm,"If you should find or receive any further instructions in this matter, you will perhaps let me know, Mr. Broadribb. It seems to me extraordinary that there should not be something of that kind. This leaves me entirely in the dark really as to what Mr. Rafiel is asking me to do or try to do."
572,mm,"Yes. Yes, I can quite imagine that. She was, as I have said, a very old friend of mine. In fact, she was coming to see me, to visit me. I live in Fillminster, which is where your coach tour will be stopping the day after tomorrow. And by arrangement she was coming to visit me there, she wanted to talk to me about various matters about which she thought I could help her."
573,hp,"You will remember that Mrs.
Ackroyd and her daughter came over from Canada to live here?"
574,mm,"Go on, Aunt Jane, and tell us what was so startlingly clear to you."
575,sh,"What is the use of asking me questions when I tell you I know
     nothing whatever about it?"
576,sh,"Then I trust that you at least will honour me with your company,"
577,mm,"I should leave her alone, if I were you,"
578,hp,"Therefore if he had come across some of the old threatening letters, he could have copied them without difficulty."
579,mm,"I didn’t expect him to do so. It would have embarrassed him even more. It is, you know,"
580,sh,"I have inquired at
     every point where it might be, and I am sure that there is no danger
     to be apprehended."
581,hp,"Biggest surprise of my life. The thing I’ve never got over, though, is the way you got round me about that funeral business. Absolutely unorthodox, the whole thing. Fantastic!"
582,sh,"The facts are briefly these: Some five years ago, during a lengthy
     visit to Warsaw, I made the acquaintance of the well-known
     adventuress, Irene Adler. The name is no doubt familiar to you."
583,hp,"Just so. And I may say, mademoiselle, that but for the egoistical vanity of a killer, that is just what would have happened. If Donald Fraser escapes suspicion, it will be thanks to A B C’s maniacal boasting."
584,sh,"God knows I have!--a trouble which is enough to unseat my reason, so
     sudden and so terrible is it. Public disgrace I might have faced,
     although I am a man whose character has never yet borne a stain.
     Private affliction also is the lot of every man; but the two coming
     together, and in so frightful a form, have been enough to shake my
     very soul. Besides, it is not I alone. The very noblest in the land
     may suffer unless some way be found out of this horrible affair."
585,hp,"She? She’s the world’s first gold digger. And a man-eater as well! If anything personable in trousers comes within a hundred yards of her, it’s fresh sport for Arlena! She’s that kind."
586,mm,Oh! I’ve been so stupid. May I guess again? Of course it must have been that. Blackmail! The companion woman was blackmailing her. Only I don’t see why Miss Marple says it was clever of her to kill herself. I can’t see that at all.
587,hp,"No, it is hardly so simple as that,"
588,sh,"Exactly, Mr. Holmes. We picked up the scent at Charing Cross
     Post-Office and came on here."
589,mm,"Victorian glass of a most hideous kind, I think myself. No expense spared. I’m afraid my uncle was partly to blame. He was very pleased with those rather crude reds and blues."
590,mm,"Very sad indeed. I really admired his fortitude. He seemed to manage to do so much work. Every day, you know, he dictated to his secretary and was continually sending off cables. He did not seem to give in at all kindly to being an invalid."
591,mm,"Not feeling bad, are you? Wanting to write to a clergyman and all that?"
592,mm,"Really very kind, but I’m sure—I mean, you know it was just a two-day visit. I meant originally to go off with the coach. I mean, after the two days. If it hadn’t been for this very, very tragic accident but—well, I really felt I couldn’t go on any longer. I thought I must have at least, well at least one night’s rest."
593,sh,"Perhaps I can help you to see that and one or two other things as
     well,"
594,mm,"All these wars, and having to joke about funerals. Yes, perhaps I was thoughtless when I said you were callous."
595,hp,"Er—yes—well, yes, as a matter of fact I did. She doesn’t realize that, of course. And it’s not the sort of thing I could ever tell her. But I was feeling restless—and then I met Linnet, and she just swept me off my feet! I’d never seen anything so lovely. It was all so amazing. Everyone kowtowing to her—and then her singling out a poor chump like me."
596,mm,"He used to entertain there, I think, sometimes. Business friends, mostly you know, or people from abroad. I don’t think any of us ever visited him there. He nearly always entertained us in London on the rare occasions when we happened to meet."
597,mm,"I remember comparing it with my watch. Still, as you say, that has no bearing on the present matter."
598,hp,"Let us get back to the culpable conduct of Dr. Sheppard,"
599,mm,"like being born with a very keen sense of smell. You can smell a leak of gas when other people can’t do so. You can distinguish one perfume from another very easily. I had an aunt once,"
600,mm,"You did have it in for little Gary Hopkins I must say,"
601,mm,Was that my fault? Did I jog your arm?
602,mm,"If we can’t alter the movements or the position of those three people, then couldn’t we perhaps alter the time of the murder?"
603,mm,All I wonder is who wanted to murder her? I should think probably some pupil of hers at the school who always hated her and had it in for her.
604,mm,I know what it might be—invisible ink! Let’s heat it. Turn on the electric fire.
605,sh,"I see that you have read it since you have
     marked it. I don't deny that it is smartly written. It irritates me
     though. It is evidently the theory of some arm-chair lounger who
     evolves all these neat little paradoxes in the seclusion of his own
     study. It is not practical. I should like to see him clapped down in
     a third class carriage on the Underground, and asked to give the
     trades of all his fellow-travellers. I would lay a thousand to one
     against him."
606,mm,No. I think she was puzzled and unhappy about what happened and was coming to me to ask me why the marriage did not take place.
607,mm,Will there be murder or won’t there? What do you think?
608,sh,"Nothing. Stangerson had Drebber's purse in his pocket, but it seems
     that this was usual, as he did all the paying. There was eighty odd
     pounds in it, but nothing had been taken. Whatever the motives of
     these extraordinary crimes, robbery is certainly not one of them.
     There were no papers or memoranda in the murdered man's pocket,
     except a single telegram, dated from Cleveland about a month ago, and
     containing the words, 'J. H. is in Europe.' There was no name
     appended to this message."
609,hp,"Say, gentlemen, this business is getting on my nerves. Murder and the snow and all, and nothing doing. Just hanging about and killing time. I’d like to get busy after someone or something."
610,mm,One of these travel tours? You mean a package tour abroad?
611,hp,"Ah, but ladies first—this time it would not be the politeness. We will start elsewhere."
612,sh,"I have
     already heard of your meeting with Mrs. Barclay, and your mutual
     recognition.  You then, as I understand, followed her home and saw
     through the window an altercation between her husband and her, in
     which she doubtless cast his conduct to you in his teeth.  Your own
     feelings overcame you, and you ran across the lawn and broke in upon
     them."
613,hp,"The devil it can! I’d give a lot to know where that fellow is now, squint or no squint!"
614,hp,"Of course, strictly speaking, it oughtn’t to matter. We’ve got Cust on the Doncaster murder—the bloodstained coat, the knife—not a loophole there. You couldn’t bounce any jury into acquitting him. But it spoils a pretty case. He did the Doncaster murder. He did the Churston murder. He did the Andover murder. Then, by hell, he must have done the Bexhill murder. But I don’t see how!"
615,hp,"Faith, I’d like to see the old boy pixy-led himself!"
616,sh,"She was never happy at home, Miss Alice wasn't, from the time that
     her father married again. She was slighted like and had no say in
     anything, but it never really became bad for her until after she met
     Mr. Fowler at a friend's house. As well as I could learn, Miss Alice
     had rights of her own by will, but she was so quiet and patient, she
     was, that she never said a word about them but just left everything
     in Mr. Rucastle's hands. He knew he was safe with her; but when there
     was a chance of a husband coming forward, who would ask for all that
     the law would give him, then her father thought it time to put a stop
     on it. He wanted her to sign a paper, so that whether she married or
     not, he could use her money. When she wouldn't do it, he kept on
     worrying her until she got brain-fever, and for six weeks was at
     death's door. Then she got better at last, all worn to a shadow, and
     with her beautiful hair cut off; but that didn't make no change in
     her young man, and he stuck to her as true as man could be."
617,hp,Our friend the chef de train was right. There is a woman concerned in this.
618,hp,"Have you not, perhaps, some patients to attend? I would not for the world detain you from your professional duties."
619,hp,"I am glad you admit the fact so freely, Madame. Will you now tell me your reasons for so doing and also for altering your Christian name on your passport."
620,mm,"Mr. Rafiel, by the force of his personality, and I, by putting together one or two obvious indications that came to my notice, were successful in preventing a second murder just as it was about to take place. I could not have done it alone, I was physically far too feeble. Mr. Rafiel could not have done it alone, he was a cripple. We acted as allies, however."
621,mm,"I want to know whether, after the tragedy, Jerry Lorimer married Maud Wye?"
622,hp,"My God, I’m sick of answering questions. I’ve answered the police questions. I don’t feel called upon to answer yours."
623,mm,"It shows a true state of remorse, I suppose,"
624,hp,"Lies—and again lies—it amazes me, the amount of lies we had told to us this morning."
625,sh,"that Dr. Mortimer is a successful, elderly medical man,
     well-esteemed since those who know him give him this mark of their
     appreciation."
626,mm,Because you said Mr. Rafiel had sent you in the coach for a particular reason and sent you on this tour for a particular reason and sent you to The Old Manor House for a particular reason. Very well then. The death of Elizabeth Temple ties up with someone in the coach. Your remaining here ties up with The Old Manor House.
627,sh,"There is another morass down yonder and a
     narrow neck between. Halloa! halloa! halloa! what have we here?"
628,hp,"You know, M. Poirot, I’ve been watching you this last day or two. I just wanted to watch you detecting if you know what I mean—not that it doesn’t sound rather heartless put like that, as though it were all a game—and a poor creature killed. Oh dear, every time I think of it I get the shivers! I told Mr. Gardener this morning I’d just got to get away from here, and now the inquest’s over he thinks we’ll be able to leave tomorrow, and that’s a blessing, I’m sure. But about detecting, I would so like to know your methods—you know, I’d feel privileged if you’d just explain it to me."
629,hp,And it really wasn’t true! We were a thoroughly happy family here.
630,hp,"While you pursued your investigations upstairs I have been conversing with Miss Barnard and Mr. Fraser, endeavouring if I could to find something that will throw light upon the matter."
631,mm,"Why do you say ‘poor lost soul,’ Miss Marple?"
632,mm,"Well, I don’t think it ever got as far as that. I don’t think he ever wanted to marry her or thought of such a thing."
633,hp,Thousands of these sham Eastern daggers are made and shipped to the bazaars of Constantinople.
634,hp,Betty Barnard was killed by a homicidal murderer. Only by speaking the exact truth can you help us to get on his track.
635,sh,"But this is my special hobby, and the differences are equally
     obvious. There is as much difference to my eyes between the leaded
     bourgeois type of a Times article and the slovenly print of an
     evening half-penny paper as there could be between your negro and
     your Esquimau. The detection of types is one of the most elementary
     branches of knowledge to the special expert in crime, though I
     confess that once when I was very young I confused the Leeds Mercury
     with the Western Morning News. But a Times leader is entirely
     distinctive, and these words could have been taken from nothing else.
     As it was done yesterday the strong probability was that we should
     find the words in yesterday's issue."
636,mm,"Indeed I can’t. There is Lettice Protheroe, I suppose, since she probably comes into money on her father’s death. But it is absurd to think of her in such a connection, and outside her I can think of nobody."
637,mm,and I have always heard that in these tours they are careful to provide restful intervals for such people who are not particularly strong.
638,mm,"it’s a different kind of being sorry. I’m sorry for Verity because of all that she missed, all that she was so near to obtaining. A life of love and devotion and service to the man she had chosen, and whom she truly loved. Truly and in all verity. She missed all that and nothing can give that back to her. I’m sorry for her because of what she didn’t have. But she escaped what Clotilde had to suffer. Sorrow, misery, fear and a growing cultivation and imbibing of evil. Clotilde had to live with all those. Sorrow, frustrated love which she could never get back, she had to live with the two sisters who suspected, who were afraid of her, and she had to live with the girl she had kept there."
639,sh,"She has been
     suffering since yesterday from brain symptoms of great severity. As
     her medical adviser, I cannot possibly take the responsibility of
     allowing anyone to see her. I should recommend you to call again in
     ten days."
640,mm,"Naturally. There’s always a reason, isn’t there? And young men are so hot-headed and often prone to believe the worst."
641,sh,"The Baron has little waxed tips of hair under his nose, like the
     short antennae of an insect. These quivered with amusement as he
     listened, and he finally broke into a gentle chuckle."
642,mm,Very sad indeed. When I am sure we were all enjoying ourselves so much.
643,mm,I’m going to get a bottle of champagne. We’ll all drink the health of your Uncle Henry.
644,sh,"one might think that
     you were afraid of our finding something out."
645,mm,that Miss Cram may just like having an interesting job? And that she considers Dr. Stone just as an employer?
646,mm,Not that there has ever been the slightest reason why he should be suspected of shooting poor old Protheroe.
647,hp,"Wait, mademoiselle. I have something to tell you. Come back."
648,sh,"I trust that you are as comfortable as circumstances permit,"
649,mm,"I’ve started doing something. Not that I hope much from this, but still it might help."
650,mm,That describes it very well. Yes. I am on a pilgrimage.
651,hp,"I grant it to you—I grant it, mon vieux,"
652,mm,"Yes. She’s good at all games. And she’s nice-looking, attractive-looking, very fair with a healthy skin, and nice steady blue eyes. Of course we always have felt that she and George Pritchard—I mean if things had been different—they are so well suited to one another."
653,sh,"Well, that is the curious part of it. You could have got fifteen to
     one yesterday, but the price has become shorter and shorter, until
     you can hardly get three to one now."
654,sh,"I've seen you handle a good many cases, Mr.
     Holmes, but I don't know that I ever knew a more workmanlike one than
     that. We're not jealous of you at Scotland Yard. No, sir, we are very
     proud of you, and if you come down to-morrow there's not a man, from
     the oldest inspector to the youngest constable, who wouldn't be glad
     to shake you by the hand."
655,sh,"There are several points on which I should like your advice, and
     especially as to whether we do not owe it to the public to remove our
     horse's name from the entries for the Cup."
656,hp,"as I told you at the time,
one must say something."
657,hp,What other passengers are there on the train?
658,mm,One might hope to say—like to say—because she had too much sense. He was not the type of a young man one would want anyone one was fond of to marry. She was a very lovely girl and a very sweet girl. I don’t know why she didn’t marry him. Nobody has ever told me.
659,mm,I believe I could be ruthless if there was due cause.
660,mm,"Well, I’m boarding with a Mrs. Hastings. I think I’ve heard her speak of you. You’re Miss Marple, aren’t you?"
661,hp,All along—ever since I arrived here—I have been conscious—very conscious—of the forces of evil close at hand.
662,mm,"Clear my little hand desk, will you, and give me my pen and the notepaper. I’m going to write a letter."
663,sh,"I think that your decision is a wise
     one. I have ample evidence that you are being dogged in London, and
     amid the millions of this great city it is difficult to discover who
     these people are or what their object can be. If their intentions are
     evil they might do you a mischief, and we should be powerless to
     prevent it. You did not know, Dr. Mortimer, that you were followed
     this morning from my house?"
664,hp,"Who shall the victim be—man or woman? Man, I think. Some bigwig. American millionaire. Prime Minister. Newspaper proprietor. Scene of the crime—well, what’s wrong with the good old library? Nothing like it for atmosphere. As for the weapon—well, it might be a curiously twisted dagger—or some blunt instrument—a carved stone idol—"
665,sh,"most remarkable!
     I can hardly recall any case where the features have been more
     peculiar."
666,hp,"You know, there is a good deal in what you have just said."
667,hp,"two clues is too much carelessness. I agree with M. Bouc. The handkerchief was a genuine oversight—hence no one will admit that it is theirs. The pipe cleaner is a faked clue. In support of that theory, you notice that Colonel Arbuthnot shows no embarrassment and admits freely to smoking a pipe and using that type of cleaner."
668,sh,"Go on, Miss Westbury. Even if it seems to tell against him, go on.
     We cannot say what it may lead to."
669,sh,"That was what I read in the inspector's
     smile."
670,mm,"And such nice ladies as they all are, too—Miss Anthea is the scatty one, but Miss Clotilde went to university and is very brainy—she talks three languages—and Mrs. Glynne, she’s a very nice lady indeed. I thought when she came to join them as things might go better. But you never know, do you, what the future holds? I feel sometimes, as though there was a doom on this house."
671,mm,"You know, putting things in horses’ eyes, smashing Legation windows and attacking people. Throwing stones, at people, and it’s usually being done by somebody young, isn’t it? And they were the only young people, weren’t they?"
672,sh,"So many have said so, and yet here I am,"
673,mm,you can’t get hold of dead bodies right and left. What did they do with the—the first corpse afterwards?
674,hp,"You’ve hardly aged at all. In fact, if it were possible, I should say that you had fewer grey hairs than when I saw you last."
675,hp,He went all to pieces when you mentioned that.
676,hp,"And anyway, Mrs. Redfern could never do a thing like that—kill anybody. She isn’t—she isn’t violent, if you know what I mean."
677,hp,"Do you really think
that’s the explanation of the telephone call?"
678,sh,"Human nature is a strange mixture, Watson. You see that even a
     villain and murderer can inspire such affection that his brother
     turns to suicide when he learns that his neck is forfeited. However,
     we have no choice as to our action. The doctor and I will remain on
     guard, Mr. Pycroft, if you will have the kindness to step out for the
     police."
679,mm,"I am glad to have left the tour now,"
680,sh,"I beg, Sir Henry, that you will not go about
     alone. Some great misfortune will befall you if you do. Did you get
     your other boot?"
681,sh,"Yes; I rather think he is coming to consult me professionally. I
     think that I recognise the symptoms. Ha! did I not tell you?"
682,mm,He had a very high opinion of you.
683,hp,"I don’t understand, Monsieur Poirot. How did the person who shot her get away without our seeing him?"
684,hp,"He will examine those notes, and will probably notice the tear. Of course if he were of a parsimonious disposition he would not be able to bring himself to destroy a mille note—but I very much fear that his temperament is just the opposite."
685,mm,"It will be presumably a case of the police making further enquiries, arising out of the evidence given by those two young people."
686,mm,The maid’s prints are on it. I think they should be satisfactory—she touched an extremely sticky substance a moment previously.
687,mm,You mean that both my watch and the clock were wrong?
688,sh,"Women are never to be
     entirely trusted,--not the best of them."
689,hp,"Yes. It is not pleasant to think, is it, that now, at this very moment, someone is rejoicing at the successful carrying out of his or her plan."
690,hp,Looks as though he knows everything—and what does he know? Nothing at all as far as I can make out.
691,sh,"Good! and Gregson can come inside with me. You too, Doctor, you have
     taken an interest in the case and may as well stick to us."
692,mm,"I just wondered because things do worry people more when they are—I won’t say getting old—because he really wasn’t old, but I mean things worry you more when you are laid up and can’t do as much as you did and have to take things easy. Then worries just come into your mind and make themselves felt."
693,hp,that is all there is to it. My maid has the keys. She will attend to it with you.
694,hp,"The matter begins to clear itself up wonderfully! The murderer was a man of great strength, he was feeble, it was a woman, it was a right-handed person, it was a left-handed person—Ah! c’est rigolo, tout ça!"
695,hp,"As a matter of fact—my last case—I don’t know whether you read about it—the Mabel Homer case, the Muswell Hill schoolgirl, you know—that man Capper was extraordinary. Amazingly difficult to pin the crime on to him—it was his third, too! Looked as sane as you or I. But there are various tests—verbal traps, you know—quite modern, of course, there was nothing of that kind in your day. Once you can induce a man to give himself away, you’ve got him! He knows that you know and his nerve goes. He starts giving himself away right and left."
696,sh,"What can this man
     possibly know of what has occurred? It is waste of time and money."
697,hp,"Take the Pyramids. Great blocks of useless masonry, put up to minister to the egoism of a despotic bloated king. Think of the sweated masses who toiled to build them and died doing it. It makes me sick to think of the suffering and torture they represent."
698,mm,"He had a very young housekeeper—young enough to be not only his daughter, but his granddaughter. Not a word to anyone, and his family, a lot of nephews and nieces, full of expectations. And when he died, would you believe it, he’d been secretly married to her for two years? Of course Mr. Badger was a chemist, and a very rude, common old man as well, and Sir Ambrose Bercy was a very courtly gentleman, so Mrs. Bantry says, but for all that human nature is much the same everywhere."
699,hp,A cleft stick—eh? How many crimes do you think this—lunatic has in mind?
700,hp,"I have, perhaps, something to contribute to your store of knowledge,"
701,mm,"I mean, dear, that you’re actually holding the money in your hand this minute."
702,hp,There is another thing I want to know. What people bathed before breakfast this morning?
703,mm,"I shall enjoy the gardens most, though, but the houses—they will be a new experience for me. Their variety and their history, and the beautiful old furniture and the pictures."
704,sh,"There are limits, you see, to our friend's
     intelligence.  It would have been a coup-de-maître had he deduced
     what I would deduce and acted accordingly."
705,hp,"You don’t understand. He’s just sorry for me—awfully sorry for me, because he knows how terrible it is for me to know I’ve hurt him so badly."
706,sh,"When I went down there I found him talking with his son, so I smoked
     a cigar and waited behind a tree until he should be alone. But as I
     listened to his talk all that was black and bitter in me seemed to
     come uppermost. He was urging his son to marry my daughter with as
     little regard for what she might think as if she were a slut from off
     the streets. It drove me mad to think that I and all that I held most
     dear should be in the power of such a man as this. Could I not snap
     the bond? I was already a dying and a desperate man. Though clear of
     mind and fairly strong of limb, I knew that my own fate was sealed.
     But my memory and my girl! Both could be saved if I could but silence
     that foul tongue. I did it, Mr. Holmes. I would do it again. Deeply
     as I have sinned, I have led a life of martyrdom to atone for it. But
     that my girl should be entangled in the same meshes which held me was
     more than I could suffer. I struck him down with no more compunction
     than if he had been some foul and venomous beast. His cry brought
     back his son; but I had gained the cover of the wood, though I was
     forced to go back to fetch the cloak which I had dropped in my
     flight. That is the true story, gentlemen, of all that occurred."
707,mm,"It seems to me that—well, the only people that could be … Oh dear, this is so difficult to say. But I mean there are two people who just spring into one’s mind as possibilities logically. I mean, I don’t think that it’s really so at all because I’m sure they’re both very nice people, but I mean there’s nobody else really logically who could be suspected, should I say."
708,mm,What he said was he thought you had a very fine sense of evil.
709,mm,is always worth noticing. You can throw it away later if it is only a coincidence.
710,mm,"I’d like to know something about the cook,"
711,mm,"Yes, I realize that. I’m taking you there because in one of the lucid intervals she has had, she asked for you."
712,mm,"I do not for one minute believe that Verity or Michael definitely parted, broke off."
713,hp,for it is possible that the thief hid the pearls here.
714,hp,"Look round you, my good Parker. Is this room exactly as it was then?"
715,hp,You permit that I speak to you for a little moment?
716,hp,"Well, Mrs. Fowler, I hope you’re going to do what I ask."
717,mm,"Oh, my dear lady, do I have to tell you that?"
718,hp,"That would explain what she said to me. For the first time she was feeling the burden of her inheritance and not its advantages. You are quite sure, Monsieur Doyle, that she did not mention this man’s name?"
